,Source URL,Sentence (or small snippets of text),"Logical Fallacy Types
Key separators: "" & "" to connect multiple logical fallacies, 
"" > "" to connect hierarchies of logical fallacy types, and 
"" / "" to connect synonyms of each other",Explanations,Exception,Logical Form,Definition,Tips,Other_name
116,https://www.logicallyfallacious.com/logicalfallacies/Appeal-to-Trust,"Cindy: I read in the Global Enquirer that Bingo Kelly, the famous movie star, is in rehab.
Jack: That's poppycock! You can't trust the Global Enquirer any more than you can trust a toddler with a nail gun.
",Appeal to Trust," The Global Enquirer might not be known for its high-quality journalism and truthful reporting. However, even the most untrustworthy sources sometimes share true information. While it might be a good heuristic (rule of thumb) to be highly skeptical of any claims from such an untrustworthy source, such claims cannot be so confidently dismissed without a good reason.",,,,,
117,https://www.logicallyfallacious.com/logicalfallacies/Appeal-to-the-Law,"Tom: I plan on chaining myself to the bulldozer so they can't knock down the senior center.
Judy: That's just wrong. You'll get arrested. Don't be a bad person!
",Appeal to the Law," Civil disobedience is just one example of something that is illegal but does not have to be immoral. Laws are created for many reasons, and only some are created for ""moral"" reasons (according to someone's moral code)."," Sometimes what is illegal is clearly immoral, and no justification is required. For example, if someone were to say, ""How could you kick that old lady while laughing? That is a horrible thing to do, and you can go to jail!""",," When following the law is assumed to be the morally correct thing to do, without justification, or when breaking the law is assumed to be the morally wrong thing to do, without justification.",,
118,https://www.logicallyfallacious.com/logicalfallacies/Appeal-to-the-Law,"Lucy: I cheated on my husband the other night.
Rob: Why did you do that!?
Lucy: Calm down! It's not like cheating is illegal or anything.
",Appeal to the Law," Again, the law and one's moral code are not the same things. While there does tend to be overlap, assuming illegal is immoral or legal is moral without a rational argument connecting the two concepts, is fallacious.",,,,,
119,https://www.logicallyfallacious.com/logicalfallacies/Appeal-to-the-Moon,"If we can put a man on the moon, we can cure all forms of cancer.",Appeal to the Moon," Putting a man on the moon is seen to be a virtually impossible task, but since we did it, the (faulty) reasoning is we can then do any virtually impossible task.  Remember that mere possibility is not the same as probability.  These kinds of arguments are not suggesting the mere possibility, but probability, based on the fact that we succeeded getting a man on the moon."," If the argument is for getting a man on the moon again, then this would work.
If we can put a man on the moon in 1969, we can do it today.","If we can put a man on the moon, we can X."," Using the argument, “If we can put a man on the moon, we could...” as evidence for the argument. This is a specific form of the weak analogy.",, argumentum ad lunam)
120,https://www.logicallyfallacious.com/logicalfallacies/Appeal-to-the-Moon,"If NASA can put a man on the moon, you can certainly sleep with me tonight.",Appeal to the Moon, This is an even worse analogy. The accomplishments of NASA are independent of our personal accomplishments.,,,,,
121,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Emotive-Language,"By rejecting God, you are rejecting goodness, kindness, and love itself.",Argument by Emotive Language," Instead of just “not believing” in God, we are  “rejecting” God, which is a much stronger term—especially when God is associated with “goodness.”"," Language is powerful and should be used to draw in emotions, but never at the expense of valid reasoning and evidence.","Person A claims that X is true.
Person A uses very powerful and emotive language in the claim.
Therefore, X is true."," Substituting facts and evidence with words that stir up emotion, with the attempt to manipulate others into accepting the truth of the argument.",," loaded words, loaded language, euphemisms)"
122,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Emotive-Language,The Bible is filled with stories of God's magic.,Argument by Emotive Language," Instead of using the more accepted term “miracles,” the word “magic” is used that connotes powers associated with fantasy and make-believe in an attempt to make the stories in the Bible seem foolish.",,,,,
123,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Emotive-Language,I don’t see what’s wrong with engaging the services of a professional escort.,Argument by Emotive Language," That’s just a nice way of saying, “soliciting a hooker.”  No matter what you call it unless you live in certain parts of Nevada (or other parts of the world), it is still legally wrong (not necessarily morally wrong).",,,,,
124,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Fast-Talking," (to be read extremely fast)
I hereby submit that it is crystal clear that there is only one true God, without question, without reserve, without hesitation I can say this because I know the truth and I am here to share it with you.  Praise Allah!",Argument by Fast Talking," There is absolutely no evidence in the above claim, and if you read it quickly and clearly, you would persuade more people than if you read it like one of the Beverly Hillbillies.  If your intent was to persuade others by not giving them time to process what you have said, then you would be guilty of this fallacious tactic."," Naturally fast talkers most likely have no intent to deceive, and if you consciously give no undue weight to the claims of a natural fast talker, then no fallacy has been committed.","According to person 1, Y is true.
Person 1 speaks very fast.
Therefore, Y is true."," When fast talking is seen as intelligence and/or confidence in the truth of one’s argument; therefore, seen as evidence of the truth of the argument itself.",,
125,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Fast-Talking," (same example - to be read extremely fast)
I hereby submit that it is crystal clear that there is only one true God, without question, without reserve, without hesitation I can say this because I know the truth and I am here to share it with you.  Praise Allah!",Argument by Fast Talking," This time, as the one evaluating the argument, if you allow the rapid pace of the delivery of the argument to serve as evidence for the claim, you are committing the fallacy.  Perhaps the arguer does sound confident, and perhaps you are embarrassed to ask him to repeat the argument or slow down; therefore, you just accept it.  Either way, that is fallacious reasoning.",,,,,
126,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Gibberish,"Fortifying the dextrose coherence leads to applicable inherent of explicable tolerance; therefore, we should not accept this proposal.",Argument by Gibberish," I have no idea what I just wrote, and the audience will have no idea either -- but the audience (depending on who the audience is) will most likely make the assumption that I do know what I am talking about, believe that they are incapable of understanding the argument and therefore, agree with my conclusion since they think I do understand it.  This is fallacious reasoning.", Some arguments require some jargon or technical explanations.,"Person 1 claims that X is true.
Person 1 backs up this claim by gibberish.
Therefore, X is true."," When incomprehensible jargon or plain incoherent gibberish is used to give the appearance of a strong argument, in place of evidence or valid reasons to accept the argument.
The more common form of this argument is when the person making the argument defaults to highly technical jargon or details not directly related to the argument, then restates the conclusion.",," bafflement, argument by [prestigious] jargon)"
127,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Gibberish," (The following was taken from the movie Spies Like Us where Emmett Fitz-Hume, played by Chevy Chase, was addressing the press.)
Well, of course, their requests for subsidies was not Paraguayan in and of it is as it were the United States government would never have if the president, our president, had not and as far as I know that's the way it will always be. Is that clear?",Argument by Gibberish," Emmett Fitz-Hume was clearly avoiding having to answer the question, and substituted gibberish for an answer. While the press was metaphorically scratching their heads to figure what what was just said, Emmett moved on without answering the question.",,,,,
128,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Personal-Charm,"Hi there, ladies (wink - teeth sparkle). I just want to say that all of you have the right to do what you will with your bodies, including the right to abortion.",Argument by Personal Charm, The charm of the arguer is irrelevant to the issue of abortion.," If the argument being made is directly related to the charm of the arguer, as in arguing that he or she would be the better host for a new show where charm does matter, then no fallacy has been committed.","Person 1 says that Y is true.
Person 1 is very charming.
Therefore, Y is true."," When an argument is made stronger by the personal characteristics of the person making the argument, often referred to as “charm”.",," sex appeal, flamboyance, eloquence)"
129,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Personal-Charm,"Let me start by thanking the wonderful people of this town for hosting this great event.  I would be honored to call you all my friends.  As friends, I want to tell you that streaking should be legalized.",Argument by Personal Charm," Buttering up the audience is actually a technique that is suggested—because it is effective.  If you know your argument is weak, and compensate by laying on the charm, you are guilty of this fallacious tactic.  If you are letting the charm affect your decision, you are also committing the fallacy.",,,,,
130,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Pigheadedness,"Dad: You are failing math since you moved the Xbox to your room. You have been playing video games for at least 6 hours each day since. Before that, you consistently got A's and B's. Don't you think that the video games are the real problem here?
Blake: No.
",Argument by Pigheadedness, Blake is offering no counter argument or reasoning for rejecting his dad's well-articulated argument. He is simply being stubborn., Don’t confuse unwillingness to engage with the argument by pigheadedness.,"Argument X is well-argued.
Person 1 has no objections to the argument, besides just refusing to accept the conclusion.
Therefore, argument X is not true.", This is a refusal to accept a well-proven argument for one of many reasons related to stubbornness. It can also be the refusal to argue about a claim that one supports.,," argument by stubbornness, invincible ignorance fallacy)"
131,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Pigheadedness,"Cathy: I hate everything about Michelle Obama!
Jorge: Do you hate that she launched the national campaign, ""Let's Move!,"" to reduce childhood obesity?
Cathy: Yes.
Jorge: Do you hate that she launched the national veterans' campaign, ""Joining Forces,"" with Dr. Jill Biden?
Cathy: Yes.
Jorge: Do you hate that she traveled to Africa for a week to focus on youth leadership, education, health, and wellness?
Cathy: Yes.
Jorge: Do you hate that she launched the national campaign, ""Reach Higher,"" a higher education initiative?
Cathy: Yes.
Jorge: Do you hate that she launched the national campaign, ""Let Girls Learn,"" a global focus on girls' education?
Cathy: Yes.
Jorge: Do you hate her well-toned triceps and biceps?
Cathy: Yes, especially those!
",Argument by Pigheadedness, Unreasonable people tend to engage in black-and-white thinking and are committed to an ideological position at any expense—including reason. Cathy is one of those people.,,,,,
132,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Repetition,"That movie, “Kill, Blood, Gore” deserves the Oscar for best picture.  There are other good movies, but not like that one.  Others may deserve an honorable mention, but not the Oscar, because “Kill, Blood, Gore” deserves the Oscar.",Argument by Repetition," There are no reasons given for why, Kill, Blood, Gore deserves the Oscar, not even any opinion shared.  All we have is a repeated claim stated slightly differently each time."," When an opponent is attempting to misdirect the argument, repeating the argument to get back on track is a wise play.",X is true. X is true. X is true. X is true. X is true. X is true... etc., Repeating an argument or a premise over and over again in place of better supporting evidence.,," argument from nagging, proof by assertion)"
133,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Repetition,"Saul: At one time, all humans spoke the same language.  Then because of the Tower of Babel, God got angry and created all the different languages we have today -- or at least some form of them.
Kevin: I studied linguistics in college, and I can pretty much guarantee you that’s not what happened.  Besides the short story in the Bible, what other evidence do you have to support this theory?
Saul: We know, because of the Word of God, that God got angry and created all the different languages we have today -- or at least some form of them.
Kevin: You said that already.  What other evidence do you have to support this theory?
Saul: In the Bible, it says that all humans once spoke the same language.  Then because of the Tower of Babel, God got angry and created all the different languages we have today -- or at least some form of them.
Kevin: (nauseated from the repetition, hurls all over Saul’s slacks)
",Argument by Repetition," Restating the same claims, even rearranging the words or substituting words, is not the same as making new claims, and certainly does not make the claims any more true.",,,,,
134,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Selective-Reading,"Kevin: I think there is good evidence that God exists because of the fine-tuning argument, the teleological argument, and perhaps because over 2 billion believe it as well.
Sydney: It is ridiculous to believe in God just because a lot of other people do too!
",Argument by Selective Reading," Kevin gave three reasons for his belief in God, two are worthy of debate, and one is not. Sydney focused on the one that is not and responded as if that were the only one he made."," One can start by dismissing the weakest arguments first, as long as they get to the strongest one.","Person 1 makes arguments X, Y, and Z.
Argument Z is the weakest.
Person 2 responds as if argument Z was the best person 1 has made.", When a series of arguments or claims is made and the opponent acts as if the weakest argument was the best one made. This is a form of cherry picking and very similar to the selective attention fallacy.,,
135,https://www.logicallyfallacious.com/logicalfallacies/Argument-by-Selective-Reading,"Jona: Yes, man did walk on the moon. There is overwhelming evidence that does not come from either NASA or the United States government. Besides, I personally know one of the astronauts involved in one of the Apollo missions, and he confirms that they really did send men to the moon.
Biff: Your friend is just being paid to perpetuate the lie.
",Argument by Selective Reading, Biff focused on the weaker of the two arguments and ignored the other.,,,,,
136,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Age,"Swami Patooty wrote, back in the 6th century, “To know oneself, is to one day self know.”  You don’t find pearls like that today!",Argument from Age," There are many sayings today that are just as ambiguous, obscure, and nonsensical as the ones carved in stone 1500 years ago -- the difference is perception.  Especially with “aged wisdom”, we tend to read in meaning to ambiguity where none exists or where the author’s intended meaning is impossible to know."," When the age is directly related to the truth of the claim as in, “Wine tastes better with age”.","Person 1 says that Y is true. 
Person 1 was an ancient mystic.
Therefore, Y is true."," The misconception that previous generations had superior wisdom to modern man, thus conclusions that rely on this wisdom are seen accepted as true or more true than they actually are.",, wisdom of the ancients)
137,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Age,My Grammy told me that to be healthy I should have bacon and eggs every morning for breakfast.,Argument from Age," It seems politically incorrect to suggest that older generations are not “wise,” but the fact is, wisdom is not necessarily a function of age.  We have two generations of scientific knowledge that our grandparents did not have, and the world has changed quite a bit in the last two generations.  While some advice may be timeless, other advice, such as the advice in the example, was based on the beliefs of the day and should be discarded like a container of chunky milk.",,,,,
138,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Fallacy,"Ivan: You cannot borrow my car because it turns back into a pumpkin at midnight.
Sidney: If you really think that, you’re an idiot.
Ivan: That is an ad hominem; therefore, I can’t be an idiot.
Sidney: I beg to differ.
",Argument from Fallacy," While it is true that Sidney has committed the ad hominem (abusive) by calling Ivan an idiot rather than providing reasons why Ivan’s car won’t turn into a pumpkin at midnight, that fallacy is not evidence against the claim."," At times, fallacies are used by those who can’t find a better way to support the truth claims of their argument -- it could be a sign of desperation.  This can be evidence for them not being able to defend their claim, but not against the claim itself.","Argument X is fallacious.
Therefore, the conclusion or truth claim of argument X is false.", Concluding that the truth value of an argument is false based on the fact that the argument contains a fallacy.,," disproof by fallacy, argument to logic, fallacy fallacy, fallacist's fallacy, bad reasons fallacy [form of])"
139,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Fallacy,"Karen: I am sorry, but if you think man used to ride dinosaurs, then you are obviously not very well educated.
Kent:  First of all, I hold a PhD in creation science, so I am well-educated.  Second of all, your ad hominem attack shows that you are wrong, and man did use to ride dinosaurs.
Karen:  Getting your PhD in a couple of months, from a “college” in a trailer park, is not being well-educated.  My fallacy in no way is evidence for man riding on dinosaurs, and despite what you may think, the Flintstone’s was not a documentary!
",Argument from Fallacy, Karen’s ad hominem (abusive) in her initial statement has nothing to do with the truth value of the argument that man used to ride dinosaurs.,,,,,
140,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-False-Authority,"Dr. Dean, TV's hottest new psychologist, says that coffee enemas are the ""fountain of youth."" Get me that coffee enema!",Argument from False Authority," Assuming Dr. Dean is actually a licensed psychologist, that does not qualify him to give advice about non-psychology related issues such as coffee enemas. Extending his expertise from psychology to issues of the colon is fallacious.", Don't pigeonhole people into certain areas of expertise. A medical doctor can also be an expert in sewing. A fly-fisherman can also be an expert in law. And a patent clerk can also be an expert in quantum mechanics.,"Expert A gives her view on issue B.
Expert A's area of expertise has little or nothing to do with issue B.
Expert A's opinion influences how people feel about issue B.", When a person making a claim is presented as an expert who should be trusted when his or her expertise is not in the area being discussed.,,
141,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-False-Authority,"My accountant says that within the next 90 days, the president will be impeached! So we should take this claim seriously!",Argument from False Authority," Unless the accountant has some inside information to the presidency, her expertise in accounting has little to do with the current administration, political, and constitutional law.",,,,,
142,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Hearsay,"Lolita: Bill stole the money from the company petty cash fund.
Byron: How do you know?
Lolita: Because Diane told me.
Byron: How does she know?
Lolita: Julian told her.
Byron: Did anyone actually see Bill steal the money?
Lolita:  I don’t know, we could ask Morris.
Byron: Who’s he?
Lolita: The guy who told Julian.
",Argument from Hearsay," Lolita is making a bold claim about Bill, based on hearsay.  Not only did Lolita not see Bill steal the money, but neither did Diane, Julian, and who knows about Morris."," When you trust the source, and trust that the source is accurately representing the facts, you can at least partially accept the claim, depending on the consequences of accepting or rejecting the claim.  For example, if your best friend told you that her best friend told her about an amazing one day sale at the mall, risking a 10-minute drive to the mall might be justified based on the sources.","Person 1 told me that he saw Y.
Therefore, I must accept that Y is true."," Presenting the testimony of a source that is not an eyewitness to the event in question.  It has been conclusively demonstrated that with each passing of information, via analog transmission, the message content is likely to change.  Each small change can and often does lead to many more significant changes, as in the butterfly effect in chaos theory.
Hearsay is generally considered very weak evidence if it is considered evidence at all.  Especially when such evidence is unfalsifiable (not able to be proven false).",," the telephone game, Chinese whispers, anecdotal evidence, anecdotal fallacy/Volvo fallacy [form of])"
143,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Hearsay,"There is life after death!  I once heard this story from my friend’s sister, that her maid of honor’s niece knew this guy who had a friend who heard from his camp counselor a story where some guy was in a coma and saw his grandparents in a tunnel of light, and they told him the winning lottery numbers!  I swear to God it’s true!",Argument from Hearsay," The validity of the testimony of a coma patient aside, in all likelihood, stories like these are either pure fabrications or exaggerations of some much less interesting story.  Due to something called the confirmation bias and the wishful thinking fallacy, those who already believe in such phenomena are likely to accept such stories as evidence for their truthfulness when, in fact, such stories are not evidence.",,,,,
144,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Ignorance,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs.",Argument from Ignorance," There is an infinity of things we cannot prove -- the moon being filled with spare ribs is one of them.  Now you might expect that any “reasonable” person would know that the moon can’t be filled with spare ribs, but you would be expecting too much.  People make wild claims, and get away with them, simply on the fact that the converse cannot otherwise be proven."," The assumption of a conclusion or fact deduced from evidence of absence, is not considered a fallacy, but valid reasoning. ",," The assumption of a conclusion or fact based primarily on lack of evidence to the contrary.  Usually best described by, “absence of evidence is not evidence of absence.”",," appeal to ignorance, appeal to mystery [form of], black swan fallacy [form of], toupee fallacy [form of])"
145,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Ignorance,"To this very day (at the time of this writing), science has been unable to create life from non-life; therefore, life must be a result of divine intervention.",Argument from Ignorance," Ignoring the false dilemma, the fact that we have not found a way to create life from non-life is not evidence that there is no way to create life from non-life, nor is it evidence that we will some day be able to; it is just evidence that we do not know how to do it.  Confusing ignorance with impossibility (or possibility) is fallacious.",,,,,
146,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Incredulity,"Marty: Doc, I'm from the future. I came here in a time machine that you invented. Now, I need your help to get back to the year 1985.
Doc: I've had enough practical jokes for one evening. Good night, future boy!
",Argument from Incredulity," Clearly Marty is making an extraordinary claim, but the doc's dismissal of Marty's claim is based on pure incredulity. It isn't until Marty provides the Doc with extraordinary evidence (how he came up with the Flux Capacitor) that the Doc accepts Marty's claim. Given the nature of Marty's claim, it could be argued that Doc's dismissal of Marty's claim (although technically fallacious) was the more reasonable thing to do than entertain its possibility with good questions.", We can't possibly entertain every crackpot with crackpot ideas. People with little credibility or those pushing fringe ideas need to provide more compelling evidence to get the attention of others.,"Person 1 makes a claim.
Person 2 cannot believe the claim.
Person 2 concludes, without any reason besides he or she cannot believe or refuses to believe it, that the claim is false or improbable."," Concluding that because you can't or refuse to believe something, it must not be true, improbable, or the argument must be flawed. This is a specific form of the argument from ignorance.",,"  argument from personal astonishment, argument from personal incredulity, personal incredulity)"
147,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Incredulity,"NASA: Yes, we really did successfully land men on the moon.
TinFoilHatGuy1969: Yeah, right. And Elvis is really dead.
",Argument from Incredulity," The unwillingness to entertain ideas that one finds unbelievable is fallacious, especially when the ideas are mainstream ideas made by a reputable source, such as a NASA and the truthfulness of the moon landings.",,,,,
148,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Silence,"Jay: Dude, where are my car keys?
Silent Bob: (says nothing)
Jay: I KNEW you took them!
",Argument from Silence," Refusal to share evidence is not necessarily evidence for or against the argument. Silent Bob’s silence does not mean he took the keys.  Perhaps he did, or perhaps he knows who did, or perhaps he saw a Tyrannosaurus eat them and was threatened by the king of the pixies not to say anything, or perhaps he just felt like not answering. "," Generally speaking, absence of evidence is not evidence; however, there are many cases where the reason evidence is being held back can be seen as evidence.  In the first example, prompting Silent Bob to share a reason for his silence could result in a statement from Silent Bob that can be used as evidence.","Person 1 claims X is true, then remains silent.
Person 2 then concludes that X must be true."," Drawing a conclusion based on the silence of the opponent, when the opponent is refusing to give evidence for any reason.",,
149,https://www.logicallyfallacious.com/logicalfallacies/Argument-from-Silence,"Morris: Oh youthful spirit, you have so much to learn.  I know for a fact that there are multiple dimensions that beings occupy.
Clifton: How can you possibly *know* that for a fact?
Morris: (raises one eyebrow, stares deeply into the eyes of Clifton and says nothing)
Clifton: Wow. You convinced me!
",Argument from Silence," The reason this technique works so well, is because imagined reasons are often more persuasive than real reasons.  If someone wants to be convinced, this technique works like a charm.  However, to the critical thinker, this will not fly.  Silence is not a valid substitute for reason or evidence.",,,,,
150,https://www.logicallyfallacious.com/logicalfallacies/Argument-of-the-Beard,"Why does the law state that you have to be 21 years old to drink?  Does it really make any difference if you are 20 years and 364 days old?  That is absurd.  Therefore, if a single day makes no difference, then a collection of 1095 single days won’t make any difference. Therefore, changing the drinking age to 18 will not make any difference.",Argument of the Beard," Although this does appear to be typical 18-year-old thinking (sorry 18 year-olds), it is quite a common fallacy.  Just because any single step makes no apparent difference, there is a difference that becomes more noticeable as the number of those steps increase."," The larger the spread, the more fallacious the argument, the smaller the spread, the less fallacious.","X is one extreme, and Y is another extreme.
There is no definable point where X becomes Y.
Therefore, there is no difference between X and Y."," When one argues that no useful distinction can be made between two extremes, just because there is no definable moment or point on the spectrum where the two extremes meet.  The name comes from the heap paradox in philosophy, using a man’s beard as an example.  At what point does a man go from clean-shaven to having a beard?",," fallacy of the beard, heap fallacy, heap paradox fallacy, bald man fallacy, continuum fallacy, line drawing fallacy, sorites fallacy)"
151,https://www.logicallyfallacious.com/logicalfallacies/Argument-of-the-Beard,"Willard: I just realized that I will probably never go bald!
Fanny: Why is that?
Willard:  Well, if I lose just one hair, I will not be bald, correct?
Fanny: Of course.
Willard: If I lose two hairs?
Fanny: No.
Willard: Every time I lose a hair, the loss of that one hair will not make me bald; therefore, I will never go bald.
Fanny: Congratulations, you found the cure to baldness -- stupidity!
",Argument of the Beard," What Willard did not take into consideration is “baldness” is a term used to define a state along a continuum, and although there is no clear point between bald and not bald, the extremes are both clearly recognizable and achievable.",,,,,
152,https://www.logicallyfallacious.com/logicalfallacies/Argument-to-Moderation,"So you are saying your car is worth $20k.  I think it is worth $1, so let’s just compromise and say it is worth $10k. (Assuming the car is worth $20k)",Argument to Moderation," The price of $20k was a reasonable book value for the car, where the price of $1 was an unreasonable extreme.  The fact is the car is worth about $20k -- thinking the car is worth $1 or $1,000,000, won’t change that fact[1]."," When the two extremes are equally distanced from the “correct” value -- and there actually is a correct, or fair, value between the two proposed values.
So you are saying your car is worth $40k.  I think it is worth $1, so let’s just compromise and say it is worth $20k. (Assuming the car is worth $20k)","Person 1 says A.
Person 2 says Z.
Therefore, somewhere around M must be correct."," Asserting that given any two positions, there exists a compromise between them that must be correct.",," appeal to moderation, middle ground, false compromise, gray fallacy, golden mean fallacy, fallacy of the mean, splitting the difference)"
153,https://www.logicallyfallacious.com/logicalfallacies/Argument-to-Moderation,"Ok, I am willing to grant that there might not be angels and demons really floating around Heaven or hanging out in Hell, but you must grant that there has to be at least one God.  Is that a fair compromise?",Argument to Moderation," There is no compromise when it comes to truth.  Truth is truth.  If there are angels, demons, and God, there are angels, demons, and God.  If there aren’t, there aren’t.  Compromise and splitting the difference work fine in some cases, but not in determining truth.",,,,,
154,https://www.logicallyfallacious.com/logicalfallacies/Argument-to-the-Purse,"Mike: Did you know that the author of the book, “Logically Fallacious,” made a fortune on the Internet?
Jon: So?
Mike: That means that this book must be awesome!
",Argument to the Purse," While my financial status might impress the participants at an Amway conference, it has little to do with my knowledge of fallacies.  However, remember the argument from fallacy; just because the argument is fallacious, does not mean the conclusion is not true, dammit."," If one’s wealth, or lack thereof, is directly related to the truth value of an argument, then it is not a fallacy.","Person 1 says Y is true.
Person 1 is very rich.
Therefore, Y must be true (appeal to wealth) / false (appeal to poverty).", Concluding that the truth value of the argument is true or false based on the financial status of the author of the argument or the money value associated with the truth. The appeal to poverty is when the truth is assumed based on a lack of wealth whereas the appeal to wealth is when the truth is assumed based on an excess of wealth.,," appeal to poverty or argumentum ad lazarum, appeal to wealth, appeal to money)"
155,https://www.logicallyfallacious.com/logicalfallacies/Argument-to-the-Purse,"Simon is very poor.  Simon says that the secret to life is giving up all your material possessions, and living off the government’s material possessions.  Simon must be very enlightened.",Argument to the Purse," Just like people tend to associate wealth with wisdom, they also associate extreme poverty with wisdom.  Rich people are rich and poor people are poor—which members of those groups have wisdom does not depend on their financial status.",,,,,
156,https://www.logicallyfallacious.com/logicalfallacies/Avoiding-the-Issue,"Daryl: Answer honestly, do you think if we were born and raised in Iran, by Iranian parents, we would still be Christian, or would we be Muslim?
Ross: I think those of us raised in a place where Christianity is taught are fortunate.
Daryl:  I agree, but do you think if we were born and raised in Iran, by Iranian parents, we would still be Christian, or would we be Muslim?
Ross: Your faith is weak -- you need to pray to God to make it stronger.
Daryl:  I guess you’re right.  What was I thinking?
",Avoiding the Issue," Some questions are not easy to answer, and some answers are not easy to accept.  While it may seem, at the time, like avoiding the question is the best action, it is actually an abandonment of reason and honest inquiry; therefore, fallacious."," At times, a digression is a good way to take the pressure off of a highly emotional argument.  A funny story, a joke,  or anything used as a “break” could be a very good thing at times.  As long as the issue is dealt with again.","Person 1 makes claim X.
Person 2 makes unrelated statement.
Audience and/or person 1 forgets about claim X."," When an arguer responds to an argument by not addressing the points of the argument.  Unlike the strawman fallacy, avoiding the issue does not create an unrelated argument to divert attention, it simply avoids the argument.",," avoiding the question [form of], missing the point, straying off the subject, digressing, distraction [form of])"
157,https://www.logicallyfallacious.com/logicalfallacies/Avoiding-the-Issue,"Molly: It is 3
Rick: I was out with the guys.
Molly: And the lipstick?
Rick: You look wonderful tonight, honey!
Molly: (softening) You think so?  I got my hair cut today!
",Avoiding the Issue," It is not difficult to digress a line of questioning, so beware of these attempts.",,,,,
158,https://www.logicallyfallacious.com/logicalfallacies/Base-Rate-Fallacy,"Only 6% of applicants make it into this school, but my son is brilliant!  They are certainly going to accept him!",Base Rate Fallacy," Statistically speaking, the son may still have a low chance of acceptance. The school is for brilliant kids (and everyone knows this), so the vast majority of kids who apply are brilliant. Of the whole population of brilliant kids who apply, only about 6% get accepted. So even if the son is brilliant, he still has a low chance of being accepted (about 6%)."," If there are factors that increase one’s odds and alter the known statistical probabilities, it would be a reasonable assumption, as long as the variations from the statistical norm are in line with the factors that cause the variation.  In other words, perhaps the mother in our first example knows that her son is gifted musically, that counts for something, then it is not unreasonable to expect a better than 6% probability -- but assuming a 50%, 80%, or 100% probability, is still committing the fallacy.",," Ignoring statistical information in favor of using irrelevant information, that one incorrectly believes to be relevant, to make a judgment.  This usually stems from the irrational belief that statistics don’t apply to a situation, for one reason or another when, in fact, they do.",," neglecting base rates, base rate neglect, prosecutor's fallacy [form of])"
159,https://www.logicallyfallacious.com/logicalfallacies/Base-Rate-Fallacy," Faith healing ""works,"" but not all the time, especially when one’s faith is not strong enough (as generally indicated by the size of one’s financial offering).  Unbiased, empirical tests, demonstrate that a small but noticeable percentage of people are cured of “incurable” diseases such as cancer.",Base Rate Fallacy," This is true.  However, what is not mentioned in the above is the number of cases of cancer that just go away without any kind of faith healing, in other words, the base rate of cancer remission.  It is a statistical certainty that among those with cancer, there will be a percentage with spontaneous remission.  If that percentage is the same as the faith-healing group, then that is what is to be expected, and no magic or divine healing is taking place.  The following is from the American Cancer Society",,,,,
160,https://www.logicallyfallacious.com/logicalfallacies/Begging-the-Question,Paranormal activity is real because I have experienced what can only be described as paranormal activity.,Begging the Question," The claim, “paranormal activity is real” is supported by the premise, “I have experienced what can only be described as paranormal activity.”  The premise presupposes, or assumes, that the claim, “paranormal activity is real” is already true."," Some assumptions that are universally accepted could pass as not being fallacious.
People like to eat because we are biologically influenced to eat.","Claim X assumes X is true.
Therefore, claim X is true."," Any form of argument where the conclusion is assumed in one of the premises.  Many people use the phrase “begging the question” incorrectly when they use it to mean, “prompts one to ask the question”.  That is NOT the correct usage. Begging the question is a form of circular reasoning.",," assuming the initial point, assuming the answer, chicken and the egg argument, circulus in probando)"
