Source URL,"Logical Fallacy Types
Key separators: "" & "" to connect multiple logical fallacies, 
"" > "" to connect hierarchies of logical fallacy types, and 
"" / "" to connect synonyms of each other",Sentence (or small snippets of text),Explanations,Logical Form,Definition
https://valenciacollege.edu/students/learning-support/winter-park/communications/documents/LogicalFallaciesCSSCTipSheet_Revised_.pdf,Red Herring,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education.",,,
https://valenciacollege.edu/students/learning-support/winter-park/communications/documents/LogicalFallaciesCSSCTipSheet_Revised_.pdf,Hypostatization,Science shows us that improved quality of life comes through research and invention.,,,
https://valenciacollege.edu/students/learning-support/winter-park/communications/documents/LogicalFallaciesCSSCTipSheet_Revised_.pdf,Hypostatization,Historians agree that studying the past is the best way to avoid repeating mistakes.,,,
https://www.pesec.no/24-most-common-logical-fallacies/,Straw Man,"After Will said that we should put more money into health and education, Warren responded by saying that he was surprised that Will hates our country so much that he wants to leave it defenceless by cutting military spending.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,False cause,"Pointing to a fancy chart, Roger shows how temperatures have been rising over the past few centuries, whilst at the same time the numbers of pirates have been decreasing; thus pirates cool the world and global warming is a hoax.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Appeal to emotion,"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,fallacy fallacy,"Recognising that Amanda had committed a fallacy in arguing that we should eat healthy food because a nutritionist said it was popular, Alyse said we should therefore eat bacon double cheeseburgers every day.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Slippery slope,"Colin Closet asserts that if we allow same-sex couples to marry, then the next thing we know we'll be allowing people to marry their parents, their cars and even monkeys.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Ad hominem,"After Sally presents an eloquent and compelling case for a more equitable taxation system, Sam asks the audience whether we should believe anything from a woman who isn't married, was once arrested, and smells a bit weird.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Tu quoque,"Nicole identified that Hannah had committed a logical fallacy, but instead of addressing the substance of her claim, Hannah accused Nicole of committing a fallacy earlier on in the conversation.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Personal incredulity,"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Special pleading,"Edward Johns claimed to be psychic, but when his 'abilities' were tested under proper scientific conditions, they magically disappeared. Edward explained this saying that one had to have faith in his abilities for them to work.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Loaded question,"Grace and Helen were both romantically interested in Brad. One day, with Brad sitting within earshot, Grace asked in an inquisitive tone whether Helen was still having problems with her drug habit.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Burden of proof,"Bertrand declares that a teapot is, at this very moment, in orbit around the Sun between the Earth and Mars, and that because no one can prove him wrong, his claim is therefore a valid one.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Ambiguity,"When the judge asked the defendant why he hadn't paid his parking fines, he said that he shouldn't have to pay them because the sign said 'Fine for parking here' and so he naturally presumed that it would be fine to park there.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,gambler's fallacy,"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Bandwagon,"Shamus pointed a drunken finger at Sean and asked him to explain how so many people could believe in leprechauns if they're only a silly old superstition. Sean, however, had had a few too many Guinness himself and fell off his chair.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Appeal to authority,Not able to defend his position that evolution 'isn't true' Bob says that he knows a scientist who also questions evolution (and presumably isn't a primate).,,,
https://www.pesec.no/24-most-common-logical-fallacies/,Composition Fallacy,"Daniel was a precocious child and had a liking for logic. He reasoned that atoms are invisible, and that he was made of atoms and therefore invisible too. Unfortunately, despite his thinky skills, he lost the game of hide and go seek.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,No true Scotsman,"Angus declares that Scotsmen do not put sugar on their porridge, to which Lachlan points out that he is a Scotsman and puts sugar on his porridge. Furious, like a true Scot, Angus yells that no true Scotsman sugars his porridge.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Genetic Fallacy,"Accused on the 6 o'clock news of corruption and taking bribes, the senator said that we should all be very wary of the things we hear in the media, because we all know how very unreliable the media can be.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Black-or-white,"Whilst rallying support for his plan to fundamentally undermine citizens' rights, the Supreme Leader told the people they were either on his side, or they were on the side of the enemy.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Begging the question,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo's Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.,,,
https://www.pesec.no/24-most-common-logical-fallacies/,Appeal to nature,"The medicine man rolled into town on his bandwagon offering various natural remedies, such as very special plain water. He said that it was only natural that people should be wary of 'artificial' medicines such as antibiotics.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Anecdotal,"Jason said that that was all cool and everything, but his grandfather smoked, like, 30 cigarettes a day and lived until 97 - so don't believe everything you read about meta analyses of methodologically sound studies showing proven causal relationships.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Texas sharpshooter,"The makers of Sugarette Candy Drinks point to research showing that of the five countries where Sugarette drinks sell the most units, three of them are in the top ten healthiest countries on Earth, therefore Sugarette drinks are healthy.",,,
https://www.pesec.no/24-most-common-logical-fallacies/,Middle ground,"Holly said that vaccinations caused autism in children, but her scientifically well-read friend Caleb said that this claim had been debunked and proven false. Their friend Alice offered a compromise that vaccinations must cause some autism, just not all autism.",,,
https://kspope.com/fallacies/fallacies.php,Ad Hoc Rationalization,"Dr. A: My paper and pencil test of intelligence is better than any of the others.

Dr. B: But in that recent study, it showed no reliability or validity.

Dr. A: I'm sure they scored it incorrectly.

Dr. B: They brought in 2 other teams to make sure the scoring was done correctly.

Dr. A: The researcher was probably one of my rivals, someone who wanted to do me in.

Dr. B: Actually, it's your best friend who has been your biggest supporter for decades.

Dr. A: Well, no wonder!  He had to lean over backwards to make my test look bad so that he wouldn't be accused of favoritism!","In the following example, Dr. A uses ad hoc rationalization when questioned by Dr. B",,
https://kspope.com/fallacies/fallacies.php,Ad Hominem,"The research and reasoning that supposedly supports (or that supposedly discredits) this intervention are a joke. The researchers are people who are not methodologically sophisticated and there have been rumors--I have no idea whether they're true or not--that they faked some of the data. The advocates (or opponents) of this intervention are the worst kind of sloppy thinkers. They are fanatical adherents who already have their minds made up; they've become true believers in their cause. They make arguments only a stupid person would accept, and mistakes in reasoning that would make an undergrad psych major blush. These are not the kind of people who deserve to be taken seriously.",,,
https://kspope.com/fallacies/fallacies.php,Affirming the Consequent,People who are psychotic act in a bizarre manner. This person acts in a bizarre manner. Therefore: This person is psychotic.,,,
https://kspope.com/fallacies/fallacies.php,Affirming the Consequent,"If this client is competent to stand trial, she will certainly know the answers to at least 80% of the questions on this standardized test. She knows the answers to 87% of the test questions. Therefore she is competent to stand trial.",,,
https://kspope.com/fallacies/fallacies.php,Appeal To Ignorance,"In the 6 years that I have been practicing my new and improved brand of cognitive-humanistic-dynamic-behavioral-deconstructive-metaregressive-deontological psychotherapy (now with biofeedback!), which I developed, there has not been one published study showing that it fails to work or that it has ever harmed a patient. It is clearly one of the safest and most effective interventions ever devised.",,,
https://kspope.com/fallacies/fallacies.php,Hasty generalization,"This new test seemed so promising, but the 3 studies that supported its validity turned out to have critical methodological flaws, so the test is probably not valid.",,,
https://kspope.com/fallacies/fallacies.php,Begging the Question,Has your psychology department stopped teaching that ineffective approach to therapy yet?,"The question assumes--and a ""yes"" or ""no"" response to the question affirms--that the approach is ineffective.",,
https://kspope.com/fallacies/fallacies.php,Begging the Question,Why must you always take positions that are so unscientific?,The question assumes that all of the person's positions are unscientific.,,
https://kspope.com/fallacies/fallacies.php,Begging the Question,No one can deny that [my theoretical orientation] is the only valid theoretical orientation,,,
https://kspope.com/fallacies/fallacies.php,Begging the Question,It must be acknowledged that [whatever psychological test battery I use] is the only legitimate test battery.,,,
https://kspope.com/fallacies/fallacies.php,Begging the Question,"My new method of conducting meta-analyses is the most valid there is because it is the only one capable of such validity, the only one that has ever approached such validity, and the only one that is so completely valid.",,,
https://kspope.com/fallacies/fallacies.php,Composition Fallacy,"Several years ago, a group of 10 psychologists started a psychology training program. Each of those psychologists is efficient, effective, and highly-regarded. Their training program must be efficient, effective, and highly-regarded.",,,
https://kspope.com/fallacies/fallacies.php,Denying the Antecedent,"If this test were based on fraudulent norms, then it would be invalid. But the norms are not fraudulent. Therefore, this test is valid.",,,
https://kspope.com/fallacies/fallacies.php,Disjunctive Fallacy,"These test results are clearly wrong, and it must be either because the client was malingering or because I bungled the test administration. Taking another look at the test manual, I see now that I bungled the test administration. Therefore the client was not malingering.",,,
https://kspope.com/fallacies/fallacies.php,Division Fallacy,This clinic sure makes a lot of money. Each of the psychologists who work there must earn a large income.,,,
https://kspope.com/fallacies/fallacies.php,Existential Fallacy,"I currently have as patients in my practice all the patients in this town who are willing and able to pay $5,000 per session for long-term twice-weekly therapy. If you buy my practice, all my clients will be included. Therefore, if you buy my practice you will then have at least some patients willing and able to pay $5,000 per session for long-term twice-weekly therapy.",,,
https://kspope.com/fallacies/fallacies.php,False Analogy,"There were wonderful psychologists who passed away several decades ago. If they could be effective in what they did without reading any of the studies or other articles that have been published in the last several decades, there's no need for me to read any of those works in order to be effective.",,,
https://kspope.com/fallacies/fallacies.php,False Continuum,In many cases you can't really tell whether patients are improving because of what the therapist is doing or because of the placebo effect—there's a fuzzy line separating the two--so we must conclude that they are actually the same mechanism of improvement.,,,
https://kspope.com/fallacies/fallacies.php,False Dilemma,"Either we accept the findings of this study demonstrating that this new intervention is the best to be used for this disorder, or we must no longer call ourselves scientists, psychologists, or reasonable people.",,,
https://kspope.com/fallacies/fallacies.php,False Equivalence,"Most of my testimony about the defendant was the opposite of what I actually believe but I'll bet there's no expert witness who has always told the truth from the time they were old enough to talk, so I'm no less honest than they are.",,,
https://kspope.com/fallacies/fallacies.php,Genetic Fallacy,This theory originally occurred to a scientist in the form of a dream; therefore it cannot be valid.,,,
https://kspope.com/fallacies/fallacies.php,Genetic Fallacy,"Since it was a deathbed confession, it must be true.",,,
https://kspope.com/fallacies/fallacies.php,Golden Mean Fallacy,"In our psychology department, half of the faculty believe that a behavioral approach is the only valid approach; the other half believe that the only valid approach is psychodynamic. Obviously the most valid approach must be one that incorporates both behavioral and psychodynamic elements.",,,
https://kspope.com/fallacies/fallacies.php,Ignoratio Elenchi,The is zero doubt that she has the condition. She scored high on two separate diagnostic tests for it and both tests have shown extremely high validity. That proves she has it.,,,
https://kspope.com/fallacies/fallacies.php,Ignoratio Elenchi,"I don't see how you can believe he is not guilty of that crime. He's a terrible person and I can prove it. In fact, several years ago he was convicted of that same kind of crime.",,,
https://kspope.com/fallacies/fallacies.php,Mistaking Deductive Validity for Truth,I just read a book that proves that that book's author can do much better than any psychological test at finding out if someone is malingering. The book's author reviews the literature showing that no psychological test is perfect at identifying malingering. All have at least some false positives and false negatives. But the author has a new method of identifying malingerers. All he does is listen to the sound of their voice as they say a sentence or two. And he included in the book a chart showing that by using this method he has never been wrong in hundreds of cases. That proves his method is better than using psychological tests.,,,
https://kspope.com/fallacies/fallacies.php,Naturalistic Fallacy,There is no intervention for victims of domestic violence that has more empirical support from controlled studies than this one. It is clear that this is the right way to address this problem and we should all be providing this therapy whenever victims of domestic violence come to us for help.,,,
https://kspope.com/fallacies/fallacies.php,Nominal Fallacy,"Therapist A: ""I just don't care about my patients anymore. I don't pay attention to what they say. I show up late for sessions. I don't care if they show up. I ask them if they'd rather we just use the session playing a game of tennis or sharing a cup of coffee. I don't keep records.""

Therapist B: ""You have a classic case of burn-out!""

Therapist A: ""But why am I doing all these things?""

Therapist B: ""Because you're burned out.""",,,
https://kspope.com/fallacies/fallacies.php,"Post Hoc, Ergo Propter Hoc","My new sport psychology intervention works! I chose the player with the lowest batting average based on the last game from each of the teams in our amateur baseball league. Then I gave each of them my 5-minute intervention. And almost all of them improved their batting average in the next game!"" (Note: this example may also involve the statistical phenomenon of regression to the mean.",,,
https://kspope.com/fallacies/fallacies.php,Red Herring,"Some of you have objected to the new test batteries that were purchased for our program, alleging that they have no demonstrable validity, were not adequately normed for the kind of clients we see, and are unusable for clients who are physically disabled. What you have conveniently failed to mention, however, is that they cost less than a third of the price for the other tests we had been using, are much easier to learn, and can be administered and scored in less than half the time of the tests we used to use.",,,
https://kspope.com/fallacies/fallacies.php,Slippery Slope,"If the government allows psychologists to prescribe medications there will be no basis to block them from obtaining competence and legal authority to conduct other traditionally medical procedures such as diagnosing minor skin irritations, treating a sprained ankle, setting a broken bone, and performing neurosurgery."" Or: ""Never reduce a fee for any patient for any reason or else you'll find yourself constantly reducing fees for everyone, everyone will take advantage of you, your patients will lose respect for you and for therapy, and you'll loose money and go bankrupt.",,,
https://kspope.com/fallacies/fallacies.php,Straw Person,Those who believe in behavior modification obviously want to try to control everyone by subjecting them to rewards and punishments.,,,
https://kspope.com/fallacies/fallacies.php,tu quoque,I have been accused of using an ad hominem approach in trying to defend my research. But those who attack me and my research are also using ad hominem. And they started it!,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies-quiz&sid=270424462,Appeal to authority,We should move to the midwest because the Wall Street Journal says the cost of living is cheaper there.,"Appeal to Authority is when you try to make your point by attaching it to someone whose opinions or knowledge are respected, instead of arguing it on its own merits. An appeal to tradition is similar, except instead of authority, you rely on what's familiar and comfortable.",,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies-quiz&sid=270424462,The Bandwagon,Millions of people drink Diet Coke every year so it must be the best soft drink in the world.,"This fallacy works on the basis that something is correct, good, right or the way you want it to turn just because a majority of people thinks the same. The majority of people agreeing with each other doesn't mean it's right or correct, the reality could be totally opposite.",,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies-quiz&sid=270424462,Ad hominem,Don't believe what Kim says about global warming. Kim dropped out of college!,"Ad Hominem means arguing against your opponent's faults, which are unrelated to the point being debated.",,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies-quiz&sid=270424462,False dichotomy,"If you can't prove that Ken had an affair with the nanny, then he's been faithful to his wife.	","The False Dichotomy is when you frame it as an either/or when the situation actually involves more than the two options. In this case, even if Ken didn't hook up with the nanny, he could have with somebody else.",,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies-quiz&sid=270424462,Begging the question,Being overweight leads to a shortened lifespan because it's unhealthy.,"Begging the question is also known as a circular argument. It means you try to back up your point, but what you say to back it up also needs some kind of explanation or justification.",,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies-quiz&sid=270424462,The Alphabet soup,"Bodybuilding is so tough that it's so difficult to keep your macros balanced, the testosterone level in your body matters. You have to intake the proper amount of amino acids to heal muscles and avoid unnecessary exercises to prevent muscle skewness. But I can train you well if you come to me.","This fallacy is kind of interesting because of the manipulation level in carries. The use of heavy words, abbreviations, acronyms in order to getting the other person confused, nervous and fall in your statement are highly effective. This fallacy creates an illusion of you as a master of knowledge in that particular field even if you aren't, the other person falls for your manipulation.",,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies-quiz&sid=270424462,Slippery slope,You didn't remember to take out the trash this morning. It will pile up and the neighbors will complain and the health inspectors will come and take away the kids.,"This is an example of slippery slope, where one takes a known fact (having not taken out the trash) and extrapolate it to an unrealistic extreme (health inspectors taking away the kids).",,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies-quiz&sid=270424462,Straw man,Animal rights activists believe that we shouldn't keep animals captive and make them do our will. They would have you abandon your pets in the wilderness.,The Straw Man is when you set up the opposing side to look unreasonable by misrepresenting what they actually stand for.,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Guilt by Association,A person hanging out in a bar will be an alcoholic,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,False Analogy,FDR was a mighty engine pulling country out of desert of Great Depression,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Slippery Slope,One cigarette will lead youth to addiction,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Equivocation,I didn’t steal your pen—I borrowed it,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Fallacy of Opposition,"harmful atheists favor cloning, so cloning is wrong",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Hasty Generalization,All robin have red breasts,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Hasty Generalization,men don’t cry,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,False cause,Students are poor writers because they watch too much TV,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Ad Hominem,Researchers are frauds who don’t earn their salaries,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Tu Quoque,"Dad drank at parties, too",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Non Sequitur,Photo shows flying saucer,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Non Sequitur,aliens must have visited Earth,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Begging the Question / Circular Reasoning,We know God exists because he made everything,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Loaded Language,Do you still beat your wife?,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Ad Ignorantium,"You can’t prove your candidate will win, so I assume he won’t",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Plain Folks & Snob Appeal,Good old brown soap gets you really clean,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Plain Folks & Snob Appeal,Real education at Harvard,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Ad Misèricordiam,I’ve been absent—grandmother died—stroke two years ago,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Card Stacking,"President Clinton being a moral man, being married and loving his daughter; talking about the Bible; going to church",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Post Hoc Ergo Propter Hoc,The milk was left out all night and was spoiled. It should have been put in the refrigerator,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Bandwagon,Six million read a paper—must be excellent,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Ad Baculum,Our gang will beat up anyone who doesn’t vote our way,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,False Dilemma / Either-or,Pay taxes or go to jail,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Genetic fallacy,He’s just a psychology teacher at a community college,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Reductio Ad Absurdum,"One pill is good, two will be better",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_2&sid=270424577,Ad populum,"Vietnam War—America, love it or leave it",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=identifying-logical-fallacies&sid=270424919,Ad Hominem,"Cat Stevens may be a successful and skilled musician, but let's not forget that he's been accused of extremist religious and political views.",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=identifying-logical-fallacies&sid=270424919,Non sequitur,Why should we worry about the negative depiction of women in music videos when thousands of women are dying of AIDS each year?,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=identifying-logical-fallacies&sid=270424919,Slippery Slope,Passing federal laws to control the amount of violence in music is the first step in a process that will result in absolute government control of the media and total censorship over all forms of artistic expression.,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=identifying-logical-fallacies&sid=270424919,Either-Or,The music industry must either raise album prices or reduce pay for technicians and producers.,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Tu Quoque,"Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing.""
Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!""",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Hasty Generalization & Anecdotal Fallacy,"I know for a fact that ghosts exist. My friend, who is a very reliable person, has seen ghosts on many occasions.",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Ad Hominem,"(1) William Dembski argues that modern biology supports the idea that there is an intelligent designer who created life.
(2) Dembski would say that because he’s religious.
Therefore:
(3) Modern biology doesn’t support intelligent design",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Circular Argument / Begging the Question,"Interviewer: ""Your resume looks impressive but I need another reference.""
Bill: ""Jill can give me a good reference.""
Interviewer: ""Good. But how do I know that Jill is trustworthy?""
Bill: ""Certainly. I can vouch for her.""",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Hasty Generalization,"Sam is riding her bike in her home town in Maine, minding her own business. A station wagon comes up behind her and the driver starts beeping his horn and then tries to force her off the road. As he goes by, the driver yells ""get on the sidewalk where you belong!"" Sam sees that the car has Ohio plates and concludes that all Ohio drivers are jerks.",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Either-Or / False Dilemma,"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit.""",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Slippery Slope,"We have to stop the tuition increase! The next thing you know, they'll be charging $40,000 a semester!",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Gambler’s Fallacy,"Joe and Sam are at the race track betting on horses. Joe: ""You see that horse over there? He lost his last four races. I'm going to bet on him.""
Sam: ""Why? I think he will probably lose.""
Joe: ""No way, Sam. I looked up the horse's stats and he has won half his races in the past two years. Since he has lost three of his last four races, he'll have to win this race. So I'm betting the farm on him.""
Sam: ""Are you sure?""
Joe: ""Of course I'm sure. That pony is due, man...he's due!""",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Straw Man,"Bill and Jill are arguing about cleaning out their closets:
Jill: ""We should clean out the closets. They are getting a bit messy.""
Bill: ""Why, we just went through those closets last year. Do we have to clean them out everyday?""
Jill: ""I never said anything about cleaning them out every day. You just want too keep all your junk forever, which is just ridiculous.""",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_1&sid=270424972,Post hoc ergo propter hoc,"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure.",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_9&sid=270424982,Post hoc ergo propter hoc,The picture on Jim's old TV set goes out of focus. Jim goes over and strikes the TV soundly on the side and the picture goes back into focus. Jim tells his friend that hitting the TV fixed it.,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_9&sid=270424982,Ad hominem,"Bill: ""I believe that Obamacare is wrong."" Dave: ""Of course you would say that, you're a Republican."" Bill: ""What about the arguments I gave to support my position?"" Dave: ""Those don't count. Like I said, you're a Republican, so you have to support the party line. Further, you are just a lapdog to the Republican incumbent so you can get a job , so I can't believe what you say.""",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_9&sid=270424982,Appeal to pity,"I should receive an 'A' in this class. After all, if I don't get an 'A' I won't get the fellowship that I want.",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_9&sid=270424982,Red herring,We admit that the measure is popular. But we also urge you to note that there are so many bond issues on the ballot that the whole thing is getting ridiculous.,,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_9&sid=270424982,Straw man,"Prof. Jones: ""The university just cut our yearly budget by $10,000."" Prof. Smith: ""What are we going to do?"" Prof. Brown: ""I think we should eliminate one of the teaching assistant positions. That would take care of it."" Prof. Jones: ""We could reduce our scheduled raises instead."" Prof. Brown: "" I can't understand why you want to bleed us dry like that, Jones.""",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_9&sid=270424982,Slippery slope,"We've got to stop them from banning pornography. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!",,,
https://www.proprofs.com/quiz-school/quizreport.php?title=logical-fallacies_9&sid=270424982,Hasty generalization,"Bill: ""You know, those feminists all hate men."" Joe: ""Really?"" Bill: ""Yeah. I was in my philosophy class the other day and that Rachel chick gave a presentation."" Joe: ""Which Rachel?"" Bill: ""You know her. She's the one that runs that feminist group over at the Women's Center. She said that men are all sexist pigs. I asked her why she believed this and she said that her last few boyfriends were real sexist pigs. "" Joe: ""That doesn't sound like a good reason to believe that all of us are pigs."" Bill: ""That was what I said."" Joe: ""What did she say?"" Bill: ""She said that she had seen enough of men to know we are all pigs. She obviously hates all men."" Joe: ""So you think all feminists are like her?"" Bill: ""Sure. They all hate men.""",,,
https://www.thoughtco.com/dicto-simpliciter-logical-fallacy-1690451,Dicto Simpliciter,"Exercise is good. Therefore everybody should exercise.'
""'I agree,' said Polly earnestly. 'I mean exercise is wonderful. I mean it builds the body and everything.'",,,
https://www.thoughtco.com/dicto-simpliciter-logical-fallacy-1690451,Dicto Simpliciter,"Everybody understands that the values in New York City are socially liberal and pro-abortion and pro-gay marriage,' he said. 'And focus on money and the media.",,,
https://www.thoughtco.com/dicto-simpliciter-logical-fallacy-1690451,Dicto Simpliciter,I've never knowingly listened to a Neil Young record all the way through because they all sound like someone strangling a cat (don't they?).,,,
https://www.thoughtco.com/what-is-logical-fallacy-1691259,Ad Hominem,You oppose a senator's proposal to extend government-funded health care to poor minority children because that senator is a liberal Democrat.,,,
https://www.thoughtco.com/what-is-logical-fallacy-1691259,Ad Hominem,I cannot listen to anyone who does not share my social and political values.,,,
https://www.thoughtco.com/post-hoc-fallacy-1691650,Post hoc,"It was observed that persons who went out at night often developed the malady. So night air was assumed to be the cause of malaria, and elaborate precautions were taken to shut it out of sleeping quarters",,,
https://www.thoughtco.com/post-hoc-fallacy-1691650,single cause,"The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation. ",,,
https://www.thoughtco.com/post-hoc-fallacy-1691650,single cause,Attributing the cause of World War II to only Adolf Hitler's hatred of the Jews,,,
https://www.thoughtco.com/post-hoc-fallacy-1691650,single cause,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV,,,
https://www.thoughtco.com/post-hoc-fallacy-1691650,single cause,Believing that the cause of the Reformation was simply Martin Luther posting his theses,,,
https://www.thoughtco.com/post-hoc-fallacy-1691650,single cause,Explaining that the U.S. Civil War was fought only because of the institution of slavery,,,
