,Unnamed: 0,original_url,source_article,logical_fallacies,masked_articles
267,267,http://dailycaller.com/2017/11/29/study-satellites-show-no-acceleration-in-global-warming-for-23-years/,"“ From our observations we calculated that value as 1.1 C ( almost 2° Fahrenheit ) , while climate models estimate that value as 2.3 C ( about 4.1° F ) , ” Christy said . While many scientists have acknowledged the mismatch between model predictions and actual temperature observations , few have really challenged the validity of the models themselves . A recent study led by Lawrence Livermore National Laboratory climate scientist Ben Santer found that while the models ran hot , the “ overestimation ” was “ partly due to systematic deficiencies in some of the post-2000 external forcings used in the model simulations . ” Christy ’ s removal of volcanic-driven cooling from satellite temperature data could also draw scrutiny .",fallacy of logic,"MSK<0> From our MSK<1> we calculated that MSK<2> as 1.1 MSK<3> ( almost MSK<9>  ) , while MSK<4> MSK<5> estimate that MSK<2> as 2.3 MSK<3> ( about MSK<9>  ) , MSK<0> MSK<6> said . While many MSK<7> have acknowledged the mismatch between MSK<5> predictions and actual MSK<8> MSK<1> , few have really challenged the validity of the MSK<5> themselves . A recent study led by Lawrence Livermore National Laboratory MSK<4> MSK<7> Ben Santer found that while the MSK<5> ran hot , the MSK<0> overestimation MSK<0> was MSK<0> partly due to systematic deficiencies in some of the post - 2000 external forcings used in the MSK<5> simulations . MSK<0> MSK<6> ’ s removal of volcanic-driven MSK<8> from satellite MSK<8> data could also draw scrutiny . "
268,268,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"Rather , global polar bear numbers have been stable or slightly improved . The polar bear ’ s resilience should have meant the end of its use as a cherished icon of global warming doom , but it didn ’ t . The alarmism is not going away without a struggle . Part of this struggle involves a scientific clash about transparency in polar bear science . My close examination of recent research has revealed that serious inconsistencies exist within the polar bear literature and between that literature and public statements made by some researchers .",intentional,"Rather , MSK<0> MSK<1> MSK<2> numbers have been stable or slightly improved . The MSK<1> MSK<2> ’ s resilience should have meant the end of its use as a cherished icon of MSK<0> warming doom , but it didn ’ t . The alarmism is not going away without a MSK<3> . Part of this MSK<3> involves a MSK<5> clash about transparency in MSK<1> MSK<2> MSK<5> . My close examination of recent MSK<6> has revealed that serious inconsistencies exist within the MSK<1> MSK<2> MSK<4> and between that MSK<4> and public statements made by some MSK<6> . "
269,269,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"Part of this struggle involves a scientific clash about transparency in polar bear science . My close examination of recent research has revealed that serious inconsistencies exist within the polar bear literature and between that literature and public statements made by some researchers . For example , Canadian polar bear biologist Ian Stirling learned in the 1970s that spring sea ice in the southern Beaufort Sea periodically gets so thick that seals depart , depriving local polar bears of their prey and causing their numbers to plummet . But that fact , documented in more than a dozen scientific papers , is not discussed today as part of polar bear ecology .",fallacy of credibility,"Part of this struggle involves a MSK<0> clash about transparency in MSK<1> MSK<2> MSK<0> . My close examination of recent MSK<5> has revealed that serious inconsistencies exist within the MSK<1> MSK<2> MSK<3> and between that MSK<3> and public statements made by some MSK<5> . For example , Canadian MSK<1> MSK<2> biologist Ian Stirling learned in the 1970s that spring MSK<4> ice in the southern Beaufort MSK<4> periodically gets so thick that seals depart , depriving local MSK<1> MSK<2> of their prey and causing their numbers to plummet . But that fact , documented in more than a dozen MSK<0> papers , is not discussed today as part of MSK<1> MSK<2> ecology . "
270,270,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"These seals do most of their feeding in summer . More food for seals in summer means more fat seal pups for polar bears to eat the following spring , a result that ’ s probably true throughout the Arctic . As long as polar bears have lots of baby seals to eat in spring , they get fat enough to survive even a longer-than-usual summer fast . And while it ’ s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s , there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice . Not all bears get enough to eat in the spring , of course .",faulty generalization,"These MSK<0> do most of their feeding in MSK<1> . More food for MSK<0> in MSK<1> means more MSK<2> MSK<0> pups for MSK<3> MSK<4> to MSK<5> the following MSK<1> , a result that MSK<6> s probably MSK<7> throughout the Arctic . As MSK<8> as MSK<3> MSK<4> have lots of baby MSK<0> to MSK<5> in MSK<1> , they get MSK<2> enough to survive even a MSK<8> - than - usual MSK<1> fast . And while it MSK<6> s MSK<7> that studies in some regions show MSK<3> MSK<4> are lighter in weight than they were in the 1980s , there is no evidence that more individuals are starving to death or becoming too MSK<2> to reproduce because of less MSK<1> ice . Not all MSK<4> get enough to MSK<5> in the MSK<1> , of course . "
271,271,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"As long as polar bears have lots of baby seals to eat in spring , they get fat enough to survive even a longer-than-usual summer fast . And while it ’ s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s , there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice . Not all bears get enough to eat in the spring , of course . Starvation has always been the leading natural cause of death for polar bears , due to a number of factors including competition , injury , tooth decay and illness .",intentional,"As MSK<0> as MSK<1> MSK<2> have lots of baby seals to MSK<3> in MSK<4> , they get MSK<6> enough to survive even a MSK<0> - than - usual MSK<4> fast . And while it ’ s true that studies in some regions show MSK<1> MSK<2> are lighter in weight than they were in the 1980s , there is no evidence that more individuals are starving to MSK<5> or becoming too MSK<6> to reproduce because of less MSK<4> ice . Not all MSK<2> get enough to MSK<3> in the MSK<4> , of course . Starvation has always been the leading natural cause of MSK<5> for MSK<1> MSK<2> , due to a number of factors including competition , injury , tooth decay and illness . "
272,272,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"Starvation has always been the leading natural cause of death for polar bears , due to a number of factors including competition , injury , tooth decay and illness . Some cancers induce a muscle-wasting syndrome that leads to faster-than-usual weight loss . This is likely what happened to the emaciated Baffin Island bear captured on video in July 2017 and promoted by National Geographic late last year . The videographers claimed it showed what starvation due to sea-ice loss looked like — an implausible conclusion given the time of year , the isolated nature of the incident , and the fact that sea ice that year was no more reduced than previously . That starving-bear video may have convinced a few more gullible people that only hundreds of polar bears are left in the world .",faulty generalization,"MSK<0> has always been the MSK<1> natural cause of death for MSK<2> MSK<3> , due to a number of factors including competition , injury , tooth decay and illness . Some cancers induce a muscle-wasting syndrome that MSK<1> to faster - than - usual weight MSK<4> . This is likely what happened to the emaciated Baffin Island MSK<3> captured on MSK<5> in July 2017 and promoted by National Geographic late last MSK<6> . The videographers claimed it showed what MSK<0> due to MSK<7> MSK<4> looked like — an implausible conclusion given the time of MSK<6> , the isolated nature of the incident , and the fact that MSK<7>  that MSK<6> was no more reduced than previously . That starving - MSK<3> MSK<5> may have convinced a few more gullible people that only hundreds of MSK<2> MSK<3> are left in the world . "
273,273,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"This is likely what happened to the emaciated Baffin Island bear captured on video in July 2017 and promoted by National Geographic late last year . The videographers claimed it showed what starvation due to sea-ice loss looked like — an implausible conclusion given the time of year , the isolated nature of the incident , and the fact that sea ice that year was no more reduced than previously . That starving-bear video may have convinced a few more gullible people that only hundreds of polar bears are left in the world . But it also motivated others to locate the International Union for Conservation of Nature ( IUCN ) Red List report for 2015 that estimated global polar bear numbers at somewhere between 22,000-31,000 , or about 26,000 , up slightly from 20,000-25,000 , or about 22,500 , in 2005 .",fallacy of relevance,"This is likely what happened to the emaciated Baffin Island MSK<0> captured on MSK<1> in July 2017 and promoted by National Geographic late last MSK<2> . The videographers claimed it showed what starvation due to MSK<5> loss looked like — an implausible conclusion given the time of MSK<2> , the isolated MSK<3> of the incident , and the fact that MSK<5>  that MSK<2> was no more reduced than previously . That starving - MSK<0> MSK<1> may have convinced a few more gullible people that only hundreds of MSK<4> MSK<0> are left in the world . But it also motivated others to locate the International Union for Conservation of MSK<3> ( IUCN ) Red List report for 2015 that estimated global MSK<4> MSK<0> numbers at somewhere between MSK<6> - MSK<6> , or about MSK<6> , up slightly from MSK<6> - MSK<6> , or about MSK<6> , in 2005 . "
274,274,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"This increase may not be statistically significant , but it is decidedly not the 67-per-cent decline that was predicted given the ice conditions that prevailed . The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction . Although starving-bear videos and scientifically insignificant research papers still make the news , they don ’ t alter the facts : Polar bears are thriving , making them phony icons , and false idols , for global warming alarmists .",fallacy of logic,"This increase may not be statistically MSK<3> , but it is decidedly not the 67 - per-cent decline that was predicted given the ice conditions that prevailed . The failure of the 2007 MSK<0> MSK<1> survival model is a simple MSK<2> that explodes the myth that MSK<0> MSK<1> are on their way to extinction . Although starving - MSK<1> videos and scientifically MSK<3> research papers still make the news , they don ’ t alter the MSK<2> : MSK<0> MSK<1> are thriving , making them phony icons , and false idols , for global warming alarmists . "
275,275,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"Part of this struggle involves a scientific clash about transparency in polar bear science . My close examination of recent research has revealed that serious inconsistencies exist within the polar bear literature and between that literature and public statements made by some researchers . For example , Canadian polar bear biologist Ian Stirling learned in the 1970s that spring sea ice in the southern Beaufort Sea periodically gets so thick that seals depart , depriving local polar bears of their prey and causing their numbers to plummet . But that fact , documented in more than a dozen scientific papers , is not discussed today as part of polar bear ecology .",fallacy of relevance,"Part of this struggle involves a MSK<0> clash about transparency in MSK<1> MSK<2> MSK<0> . My close examination of recent MSK<5> has revealed that serious inconsistencies exist within the MSK<1> MSK<2> MSK<3> and between that MSK<3> and public statements made by some MSK<5> . For example , Canadian MSK<1> MSK<2> biologist Ian Stirling learned in the 1970s that spring MSK<4> ice in the southern Beaufort MSK<4> periodically gets so thick that seals depart , depriving local MSK<1> MSK<2> of their prey and causing their numbers to plummet . But that fact , documented in more than a dozen MSK<0> papers , is not discussed today as part of MSK<1> MSK<2> ecology . "
276,276,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"These seals do most of their feeding in summer . More food for seals in summer means more fat seal pups for polar bears to eat the following spring , a result that ’ s probably true throughout the Arctic . As long as polar bears have lots of baby seals to eat in spring , they get fat enough to survive even a longer-than-usual summer fast . And while it ’ s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s , there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice . Not all bears get enough to eat in the spring , of course .",false causality,"These MSK<0> do most of their feeding in MSK<1> . More food for MSK<0> in MSK<1> means more MSK<2> MSK<0> pups for MSK<3> MSK<4> to MSK<5> the following MSK<1> , a result that MSK<6> s probably MSK<7> throughout the Arctic . As MSK<8> as MSK<3> MSK<4> have lots of baby MSK<0> to MSK<5> in MSK<1> , they get MSK<2> enough to survive even a MSK<8> - than - usual MSK<1> fast . And while it MSK<6> s MSK<7> that studies in some regions show MSK<3> MSK<4> are lighter in weight than they were in the 1980s , there is no evidence that more individuals are starving to death or becoming too MSK<2> to reproduce because of less MSK<1> ice . Not all MSK<4> get enough to MSK<5> in the MSK<1> , of course . "
277,277,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"Some cancers induce a muscle-wasting syndrome that leads to faster-than-usual weight loss . This is likely what happened to the emaciated Baffin Island bear captured on video in July 2017 and promoted by National Geographic late last year . The videographers claimed it showed what starvation due to sea-ice loss looked like — an implausible conclusion given the time of year , the isolated nature of the incident , and the fact that sea ice that year was no more reduced than previously . That starving-bear video may have convinced a few more gullible people that only hundreds of polar bears are left in the world .",faulty generalization,"Some cancers induce a muscle-wasting syndrome that leads to faster - than -usual weight MSK<0> . This is likely what happened to the emaciated Baffin Island MSK<1> captured on MSK<2> in July 2017 and promoted by National Geographic late last MSK<3> . The videographers claimed it showed what starvation due to MSK<4> MSK<0> looked like — an implausible conclusion given the time of MSK<3> , the isolated nature of the incident , and the fact that MSK<4>  that MSK<3> was no more reduced than previously . That starving - MSK<1> MSK<2> may have convinced a few more gullible people that only hundreds of polar MSK<1> are left in the world . "
278,278,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"One powerful polar bear fact is slowly rising above the message of looming catastrophe repeated endlessly by the media : More than 15,000 polar bears have not disappeared since 2005 . Although the extent of the summer sea ice after 2006 dropped abruptly to levels not expected until 2050 , the predicted 67-per-cent decline in polar bear numbers simply didn ’ t happen . Rather , global polar bear numbers have been stable or slightly improved . The polar bear ’ s resilience should have meant the end of its use as a cherished icon of global warming doom , but it didn ’ t .",fallacy of extension,"One powerful MSK<0> MSK<1> fact is slowly rising above the message of looming catastrophe repeated endlessly by the media : More than 15,000 MSK<0> MSK<1> have not disappeared since MSK<7> . Although the extent of the summer sea ice after MSK<7> dropped abruptly to levels not expected until 2050 , the predicted 67 - per-cent decline in MSK<0> MSK<1> MSK<2> simply MSK<3> MSK<4> MSK<5> happen . Rather , MSK<6> MSK<0> MSK<1> MSK<2> have been stable or slightly improved . The MSK<0> MSK<1> ’ s resilience should have meant the end of its use as a cherished icon of MSK<6> warming doom , but it MSK<3> MSK<4> MSK<5> . "
279,279,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"The polar bear 's resilience should have meant the end of its use as an icon of global warming doom One reason that the 2007 predictions of future polar bear survival were so far off base is that the model developed by American biologist Steven Amstrup ( now at Polar Bears International , an NGO ) assumed any polar bear population decline would be caused by less summer ice , despite the Beaufort Sea experience . Moreover , Amstrup and fellow modelers were overly confident in their claim that summer ice was critical for the polar bear ’ s survival and they had little data on which to base their assumption that less summer ice would devastate the polar bears ’ prey . Consequently , many scientists were surprised when other researchers subsequently found that ringed and bearded seals ( the primary prey of polar bears ) north of the Bering Strait especially thrived with a longer open-water season , which is particularly conducive to fishing :",fallacy of credibility,"The MSK<0> MSK<1> 's resilience should have meant the end of its use as an icon of global warming doom One MSK<11> that the 2007 predictions of future MSK<0> MSK<1> MSK<2> were so far off MSK<3> is that the MSK<12> developed by American MSK<10> Steven MSK<4> ( now at MSK<0> MSK<1> International , an NGO ) MSK<8> any MSK<0> MSK<1> population decline would be MSK<11> by less MSK<5> MSK<6> , despite the Beaufort Sea experience . Moreover , MSK<4> and fellow MSK<12> were overly confident in their claim that MSK<5> MSK<6> was critical for the MSK<0> MSK<1> ’ s MSK<2> and they had little data on which to MSK<3> their MSK<8> that less MSK<5> MSK<6> would devastate the MSK<0> MSK<1> ’ MSK<7> . Consequently , many MSK<10> were surprised when other MSK<10> subsequently found that ringed and bearded seals ( the primary MSK<7> of MSK<0> MSK<1> ) north of the Bering Strait MSK<9> thrived with a longer open-water season , which is MSK<9> conducive to fishing : "
280,280,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"Newer counts not included in the 2015 assessment potentially add another 2,500 or so to the total . This increase may not be statistically significant , but it is decidedly not the 67-per-cent decline that was predicted given the ice conditions that prevailed . The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction . Although starving-bear videos and scientifically insignificant research papers still make the news , they don ’ t alter the facts : Polar bears are thriving , making them phony icons , and false idols , for global warming alarmists .",fallacy of relevance,"Newer counts not included in the 2015 assessment potentially add another 2,500 or so to the total . This increase may not be statistically MSK<3> , but it is decidedly not the 67 - per-cent decline that was predicted given the ice conditions that prevailed . The failure of the 2007 MSK<0> MSK<1> survival model is a simple MSK<2> that explodes the myth that MSK<0> MSK<1> are on their way to extinction . Although starving - MSK<1> videos and scientifically MSK<3> research papers still make the news , they don ’ t alter the MSK<2> : MSK<0> MSK<1> are thriving , making them phony icons , and false idols , for global warming alarmists . "
281,281,http://business.financialpost.com/opinion/polar-bears-keep-thriving-even-as-global-warming-alarmists-keep-pretending-theyre-dying,"The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction . Although starving-bear videos and scientifically insignificant research papers still make the news , they don ’ t alter the facts : Polar bears are thriving , making them phony icons , and false idols , for global warming alarmists .",fallacy of relevance,"The failure of the 2007 MSK<0> MSK<1> survival model is a simple MSK<2> that explodes the myth that MSK<0> MSK<1> are on their way to extinction . Although starving - MSK<1> videos and scientifically insignificant research papers still make the news , they don ’ t alter the MSK<2> : MSK<0> MSK<1> are thriving , making them phony icons , and false idols , for global warming alarmists . "
282,282,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html,"INCHEON , South Korea — A landmark report from the United Nations ’ scientific panel on climate change paints a far more dire picture of the immediate consequences of climate change than previously thought and says that avoiding the damage requires transforming the world economy at a speed and scale that has “ no documented historic precedent . ” The report , issued on Monday by the Intergovernmental Panel on Climate Change , a group of scientists convened by the United Nations to guide world leaders , describes a world of worsening food shortages and wildfires , and a mass die-off of coral reefs as soon as 2040 — a period well within the lifetime of much of the global population . The report “ is quite a shock , and quite concerning , ” said Bill Hare , an author of previous I.P.C.C . reports and a physicist with Climate Analytics , a nonprofit organization . “ We were not aware of this just a few years ago. ”",fallacy of credibility,"INCHEON , South Korea MSK<0> A landmark MSK<1> from the MSK<2> MSK<3> ’ MSK<9> MSK<4> on MSK<5> MSK<6> paints a far more dire picture of the immediate consequences of MSK<5> MSK<6> than MSK<10> thought and says that avoiding the damage requires transforming the MSK<7> economy at a speed and scale that has MSK<8> no documented historic precedent . MSK<8> The MSK<1> , issued on Monday by the Intergovernmental MSK<4> on MSK<5> MSK<6> , a group of MSK<9> convened by the MSK<2> MSK<3> to guide MSK<7> leaders , describes a MSK<7> of worsening food shortages and wildfires , and a mass die-off of coral reefs as soon as 2040 MSK<0> a period well within the lifetime of much of the global population . The MSK<1> MSK<8> is quite a shock , and quite concerning , MSK<8> said Bill Hare , an author of MSK<10> I.P.C.C . MSK<1> and a MSK<9> with MSK<5> Analytics , a nonprofit organization . MSK<8> We were not aware of this just a few years ago . MSK<8> "
283,283,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html,"The report , issued on Monday by the Intergovernmental Panel on Climate Change , a group of scientists convened by the United Nations to guide world leaders , describes a world of worsening food shortages and wildfires , and a mass die-off of coral reefs as soon as 2040 — a period well within the lifetime of much of the global population . The report “ is quite a shock , and quite concerning , ” said Bill Hare , an author of previous I.P.C.C . reports and a physicist with Climate Analytics , a nonprofit organization . “ We were not aware of this just a few years ago. ” The report was the first to be commissioned by world leaders under the Paris agreement , the 2015 pact by nations to fight global warming . The authors found that if greenhouse gas emissions continue at the current rate , the atmosphere will warm up by as much as 2.7 degrees Fahrenheit ( 1.5 degrees Celsius ) above preindustrial levels by 2040 , inundating coastlines and intensifying droughts and poverty .",fallacy of credibility,"The MSK<0> , issued on Monday by the Intergovernmental Panel on MSK<1> Change , a group of MSK<11> convened by the United MSK<2> to guide MSK<3> MSK<4> , describes a MSK<3> of worsening food shortages and wildfires , and a mass die-off of coral reefs as soon as MSK<5> — a period well within the lifetime of much of the MSK<6> population . The MSK<0> MSK<7> is quite a shock , and quite concerning , MSK<7> said Bill Hare , an MSK<8> of previous I.P.C.C . MSK<0> and a MSK<11> with MSK<1> Analytics , a nonprofit organization . MSK<7> We were not aware of this just a few years ago . MSK<7> The MSK<0> was the first to be commissioned by MSK<3> MSK<4> under the Paris agreement , the 2015 pact by MSK<2> to fight MSK<6> MSK<12> . The MSK<8> found that if greenhouse gas emissions continue at the current rate , the atmosphere will MSK<12> up by as much as MSK<10> MSK<9>  ( MSK<10> MSK<9>  ) above preindustrial levels by MSK<5> , inundating coastlines and intensifying droughts and poverty . "
284,284,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html,"There is no way to mitigate climate change without getting rid of coal , ” said Drew Shindell , a climate scientist at Duke University and an author of the report . The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use . In a statement , Katie Warrick , its interim chief executive , noted that forecasts from the International Energy Agency , a global analysis organization , “ continue to see a role for coal for the foreseeable future . ” Ms. Warrick said her organization intends to campaign for governments to invest in carbon capture technology .",false dilemma,"There is no way to MSK<6> MSK<0>  without getting rid of MSK<1> , MSK<2> said Drew Shindell , a MSK<0> scientist at Duke University and an author of the report . The MSK<1> MSK<1>  disputed the conclusion that MSK<6> MSK<3>  calls for an end of MSK<1> use . In a statement , Katie MSK<4> , its interim chief executive , noted that forecasts from the International Energy Agency , a MSK<3> analysis MSK<5> , MSK<2> continue to see a role for MSK<1> for the foreseeable future . MSK<2> Ms. MSK<4> said her MSK<5> intends to campaign for governments to invest in carbon capture technology . "
285,285,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html,"The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use . In a statement , Katie Warrick , its interim chief executive , noted that forecasts from the International Energy Agency , a global analysis organization , “ continue to see a role for coal for the foreseeable future . ” Ms. Warrick said her organization intends to campaign for governments to invest in carbon capture technology . Such technology , which is currently too expensive for commercial use , could allow coal to continue to be widely used .",fallacy of credibility,"The MSK<0> MSK<0>  disputed the conclusion that stopping MSK<1> warming calls for an end of MSK<0> MSK<2> . In a statement , Katie MSK<3> , its interim chief executive , noted that forecasts from the International Energy Agency , a MSK<1> analysis MSK<4> , MSK<5> MSK<6> to see a role for MSK<0> for the foreseeable future . MSK<5> Ms. MSK<3> said her MSK<4> intends to campaign for governments to invest in carbon capture MSK<7> . Such MSK<7> , which is currently too expensive for commercial MSK<2> , could allow MSK<0> to MSK<6> to be widely MSK<2> . "
286,286,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html,"The State Department delegation faced a conundrum . Refusing to approve the document would place the United States at odds with many nations and show it rejecting established academic science on the world stage . However , the delegation also represents a president who has rejected climate science and climate policy . “ We reiterate that the United States intends to withdraw from the Paris agreement at the earliest opportunity absent the identification of terms that are better for the American people , ” the statement said .",appeal to emotion,"The MSK<0> Department MSK<1> faced a conundrum . MSK<3> to approve the document would place the MSK<2> MSK<0> at odds with many nations and show it MSK<3> established academic MSK<4> on the world stage . However , the MSK<1> also represents a president who has MSK<3> MSK<5> MSK<4> and MSK<5> policy . MSK<6> We reiterate that the MSK<2> MSK<0> intends to withdraw from the Paris agreement at the earliest opportunity absent the identification of terms that are better for the American people , MSK<6> the statement said . "
287,287,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html,"Americans for Prosperity , the political advocacy group funded by the libertarian billionaires Charles and David Koch , has made a point of campaigning against politicians who support a carbon tax . “ Carbon taxes are political poison because they increase gas prices and electric rates , ” said Myron Ebell , who heads the energy program at the Competitive Enterprise Institute , an industry-funded Washington research organization , and who led the Trump administration ’ s transition at the Environmental Protection Agency . The report details the economic damage expected should governments fail to enact policies to reduce emissions . The United States , it said , could lose roughly 1.2 percent of gross domestic product for every 1.8 degrees of warming .",intentional,"Americans for Prosperity , the MSK<0> advocacy group MSK<5> by the libertarian billionaires Charles and David Koch , has made a point of campaigning against politicians who support a MSK<1> MSK<2> . MSK<3> MSK<1> MSK<2> are MSK<0> poison because they increase gas prices and electric rates , MSK<3> said Myron Ebell , who heads the energy program at the Competitive Enterprise Institute , an industry MSK<5> Washington research organization , and who led the Trump administration ’ s transition at the Environmental Protection Agency . The report details the economic damage expected should governments fail to enact policies to reduce emissions . The United States , it said , could lose roughly MSK<4> percent of gross domestic product for every MSK<4> degrees of warming . "
288,288,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html,"The United States , it said , could lose roughly 1.2 percent of gross domestic product for every 1.8 degrees of warming . In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur . At 3.6 degrees of warming , the report predicts a “ disproportionately rapid evacuation ” of people from the tropics . “ In some parts of the world , national borders will become irrelevant , ” said Aromar Revi , director of the Indian Institute for Human Settlements and an author of the report . “",equivocation,"The MSK<0> MSK<1> , it said , could lose roughly MSK<7> percent of gross domestic product for every MSK<7> MSK<2> of MSK<3> . In addition , it said , the MSK<0> MSK<1> along with Bangladesh , MSK<10> , Egypt , MSK<9> , MSK<8> , MSK<10> , the MSK<8> and Vietnam are home to 50 million MSK<4> who will be exposed to the effects of increased coastal flooding by 2040 , if MSK<7> MSK<2> of MSK<3> occur . At MSK<7> MSK<2> of MSK<3> , the MSK<5> predicts a MSK<6> disproportionately rapid evacuation MSK<6> of MSK<4> from the tropics . MSK<6> In some parts of the world , national borders will become irrelevant , MSK<6> said Aromar Revi , director of the MSK<9> Institute for Human Settlements and an author of the MSK<5> . MSK<6> "
289,289,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html,"In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur . At 3.6 degrees of warming , the report predicts a “ disproportionately rapid evacuation ” of people from the tropics . “ In some parts of the world , national borders will become irrelevant , ” said Aromar Revi , director of the Indian Institute for Human Settlements and an author of the report . “ You can set up a wall to try to contain 10,000 and 20,000 and one million people , but not 10 million . ” The report also finds that , in the likelihood that governments fail to avert 2.7 degrees of warming , another scenario is possible : The world could overshoot that target , heat up by more than 3.6 degrees , and then through a combination of lowering emissions and deploying carbon capture technology , bring the temperature back down below the 2.7-degree threshold .",faulty generalization,"In addition , it said , the United States along with Bangladesh , MSK<11> , Egypt , MSK<10> , MSK<9> , MSK<11> , the MSK<9> and Vietnam are home to 50 MSK<0> MSK<1> who will be exposed to the effects of increased coastal flooding by 2040 , if MSK<2> MSK<3> of MSK<4> occur . At MSK<2> MSK<3> of MSK<4> , the MSK<5> predicts a MSK<6> disproportionately rapid evacuation MSK<6> of MSK<1> from the tropics . MSK<6> In some parts of the MSK<7> , national borders will become irrelevant , MSK<6> said Aromar Revi , director of the MSK<10> Institute for Human Settlements and an author of the MSK<5> . MSK<6> You can set up a wall to try to contain MSK<8> and MSK<8> and one MSK<0> MSK<1> , but not 10 MSK<0> . MSK<6> The MSK<5> also finds that , in the likelihood that governments fail to avert MSK<2> MSK<3> of MSK<4> , another scenario is possible : The MSK<7> could overshoot that target , heat up by more than MSK<2> MSK<3> , and then through a combination of lowering emissions and deploying carbon capture technology , bring the temperature back down below the MSK<2> - MSK<3> threshold . "
290,290,https://www.wsj.com/articles/your-complete-guide-to-the-climate-debate-1448656890,"Even with this year ’ s El Niño-boosted warmth threatening to break records , the world is barely half a degree Celsius ( 0.9 degrees Fahrenheit ) warmer than it was about 35 years ago . Also , it is increasingly clear that the planet was significantly warmer than today several times during the past 10,000 years . Nor can it be the consequences of this recent slight temperature increase that worries world leaders . On a global scale , as scientists keep confirming , there has been no increase in frequency or intensity of storms , floods or droughts , while deaths attributed to such natural disasters have never been fewer , thanks to modern technology and infrastructure .",intentional,"Even with this MSK<0> ’ s El Niño- boosted MSK<3> threatening to break records , the MSK<1> is barely half a MSK<2> MSK<5> ( 0.9 MSK<2> MSK<5> ) MSK<3> than it was about 35 MSK<0> ago . Also , it is increasingly clear that the planet was significantly MSK<3> than today several times during the past 10,000 MSK<0> . Nor can it be the consequences of this recent slight temperature MSK<4> that worries MSK<1> leaders . On a global scale , as scientists keep confirming , there has been no MSK<4> in frequency or intensity of storms , floods or droughts , while deaths attributed to such natural disasters have never been fewer , thanks to modern technology and infrastructure . "
