,Unnamed: 0,text,labels,masked_articles
119,202,"If there exists an omnipotent, omnibenevolent and omniscient God, then no evil would exist. The fact the evil \(and suffering\) exist suggests that God intentionally tolerates or even approves it.Hence, it is not true that This is an assertion that ""Omnibenevolent"" equals, ""allowing only good to all,"" and only from the perspective of the subject and not the perspective of said Omni-Being.","['The logical fallacy is born of the notion that if such a being knows of, and could prevent all evil, then He must. This is guilt by association logical fallacy.']","If there MSK<0> an MSK<5> , MSK<1> and MSK<5> MSK<2> , then no MSK<3> would MSK<0> . The fact the MSK<3> \ ( and suffering \ ) MSK<0> suggests that MSK<2> intentionally tolerates or even approves it.Hence , it is not true that This is an assertion that "" MSK<1> "" equals , "" allowing only good to all , "" and only from the MSK<4> of the subject and not the MSK<4> of said Omni - Being . "
120,115,"Discord debating servers should blanket ban bad words as defined in section 2 of the guidelines.Hence, it is true that Discord as a public platform having grounds to remove groups that otherwise can be heavily associated with unlawful and violent actions makes for a much needed tool against radical extremist action.","['Yet these policies are being used against servers that debate in good faith and do not platform nor entertain such actions. Admissible evidence is not always proper evidence, and guilt by association becomes a tool used without remorse nor restraint in the wrong hands.']","MSK<0> debating servers should blanket ban bad words as defined in section 2 of the guidelines.Hence , it is true that MSK<0> as a public platform having grounds to remove groups that otherwise can be heavily associated with unlawful and violent MSK<1> makes for a much needed tool against radical extremist MSK<1> . "
121,722,"God may have been intentionally invented as a means to control the masses.Hence, it is true that Religious institutions have historically held power over masses.","['The use of the claim that ""religious institutions have historically held power over the masses"" as evidence that "" the concept of God may have been invented to control the masses"" is the fallacy of begging the question. The fact that religious institutions have held power over the masses is not evidence that concept of God was invented.']","God may have been intentionally invented as a means to control the masses.Hence , it is true that Religious institutions have historically held power over masses . "
122,1014,"Evolution is a better explanation of the facts than creation.Hence, it is true that Though the amount by which the discrepancy is present varies from creation account to creation account, most creation accounts contain unverifiable claims \(existence of a god etc.\), logical inconsistencies \(light shining on Earth before Sun invented etc.\) and disconnect from currently accepted science \(age of the Earth etc.\)",['There is a lot of evidence supporting the Biblical account of a 6-thousand-year-old universe. And so-called evidence for billions of years are based on circular reasoning.'],"Evolution is a better explanation of the facts than creation.Hence, it is true that Though the amount by which the discrepancy is present varies from creation account to creation account, most creation accounts contain unverifiable claims \(existence of a god etc.\), logical inconsistencies \(light shining on Earth before Sun invented etc.\) and disconnect from currently accepted science \(age of the Earth etc.\)"
123,175,"Stealing is never acceptable.Hence, it is not true that Some people cannot stop themselves from stealing.","['Just because something is natural(This natural cornucopia is not growing out of vacuum. Rather, it is catering to our ever-growing, and irrational, preference for the natural.\\n\\nResearchers believe that our persistent pro-nature bias is rooted in the belief that natural things are simply better for us. This belief has little grounding in physical reality. Indeed, people strongly prefer to drink “natural” spring water to water that has been distilled and subsequently mineralized even after researchers tell them that the two drinks are certified to be chemically identical. Natural is simply better—what can you do?\\n\\nOur preference for things deemed to be natural is so illogical and systematic that researchers have given it a name—the appeal to nature fallacy. The power of this cognitive bias is so great that the average person is willing to pay a premium on foods and medicines referred to as natural. This has certainly spawned its fair share of shrewd marketing tactics aimed at unsuspecting consumers.) or instinctive does not mean it is beneficial or acceptable in human society.']","MSK<0> is never acceptable.Hence , it is not true that MSK<1> can not stop MSK<1> from MSK<0> . "
124,849,"Gavin Newsom would be an excellent candidate to face Donald Trump, the likely 2024 Republican nominee(If Newsom is the Democratic candidate in 2024, it's highly likely he'll face Trump, who remains the most popular choice of presidential nominee among a majority of Republican voters.).Hence, it is not true that Trump might have too much on his plate(Indeed, Trump faces at least 29 civil and criminal lawsuits against him or his properties, according to a Washington Post count. They range from a massive probe by the New York district attorney into Trump’s finances to claims that he instigated the Jan. 6 attack on Congress — plus defamation suits from women who allege he sexually assaulted them.\n\nWorse for Trump is that, “He’s got $400 million-plus in loans coming due. His brand is failing. His businesses are failing. He has a huge IRS audit. He doesn’t hold office anymore. He’s lost his Twitter feed,” Lichtman told me. That’s a lot of baggage for somebody to run for president, he added.) to run in 2024.","[""Even if Trump himself doesn't run in 2024, someone with similar views and appeal will(With Donald Trump sagging in the polls against Joe Biden, the internal Republican debate about what a post-Trump GOP might look like is growing louder. And that dialogue is underscoring how hard it may be for Republicans to abandon the confrontational and divisive direction he has set for the party, no matter what happens in November.\\n\\n\\...\\\\n\\nThat means a Republican Party committed to Trump’s strategy of maximizing support among the white voters most uneasy with America’s demographic and social changes may endure for years, even as the nation’s racial and religious diversity inexorably grows. That view is common, though not unchallenged, inside the GOP, both among those who welcome and fear that prospect.). As such, assessing the merit of a candidate against a potential Trump campaign is imperative.""]","MSK<0> would be an excellent MSK<1> to MSK<2> Donald Trump , the MSK<3> MSK<4> MSK<13> MSK<1> ( If MSK<0> is the MSK<13> MSK<1> in MSK<4> , it 's highly MSK<3> MSK<0> 'll MSK<2> MSK<5> . ) . Hence , it is not true that MSK<5> might have too much on MSK<5> plate ( Indeed , MSK<5> MSK<2> at least 29 civil and criminal MSK<12> against MSK<5> or MSK<5> properties , according to a Washington Post count . MSK<6> range from a MSK<10> probe by the New York district attorney into MSK<5> finances to claims that MSK<5> instigated the Jan. 6 attack on Congress — MSK<7> MSK<12> MSK<12> from women who allege MSK<5> sexually assaulted MSK<6> . \ n \ nWorse for MSK<5> is that , MSK<11> MSK<5> ’s got $ 400 million - MSK<7> in loans coming due . MSK<5> brand is MSK<8> . MSK<5> businesses are MSK<8> . MSK<5> has a MSK<10> IRS audit . MSK<5> does n’t hold office anymore . MSK<5> ’s lost MSK<5> Twitter feed , MSK<11> Lichtman told me . That ’s a lot of baggage for somebody to MSK<9> for president , MSK<5> added . ) to MSK<9> in 2024 . "
125,803,"Taxation is theftHence, it is not true that What is theft is itself defined by the legal system. Taxation, like many other actions of the government, are performed by institutions rather than individuals, so \(even if those acts are wrong\) it makes no sense to classify as a crime because there is no individual culprit, benefactor, or victim.","['If the legal system ""defines"" what theft is, then, clearly, what we have there, is a circular reference, rather than a valid argument.']","MSK<0> is theftHence , MSK<0> is not true that What is MSK<1> is MSK<1> defined by the legal system . MSK<0> , like many other actions of the government , are performed by institutions rather than MSK<2> , so \ ( even if those acts are wrong \ ) MSK<1> makes no sense to classify as a crime because there is no MSK<2> culprit , benefactor , or victim . "
126,1008,"There are some people who don't care about status or superiority. These individuals are less noticable due to their lack of desire to compete, but aren't less prevalent than the superiority seekers.Hence, it is not true that Even when people don't seek superiority, they feel bad when others impose inferiority on them.","['This is a non sequitur. The affirmative does not stablish that ""feeling bad when you are belittled by X"" imply that ""you want to be better than X"".']","There are some people who do n't care about status or MSK<0> . MSK<1> are less noticable due to MSK<1> lack of desire to compete , but are n't less prevalent than the MSK<0> seekers.Hence , it is not true that Even when MSK<2> do n't seek MSK<0> , MSK<2> feel bad when others impose MSK<0> on MSK<2> . "
127,419,"Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies.Hence, it is not true that Giving any authority the power to decide what is potentially hateful and/or harmful provides a weapon to use against free speech as a whole.",['The slippery slope argument is a fallacy. If it were not then all laws and rules would eventually lead to authoritarian regimes.'],"Unlimited freedom of MSK<0> can be MSK<1> to spread MSK<2> and / or MSK<3> ideologies.Hence , it is not true that Giving any authority the power to decide what is potentially MSK<2> and / or MSK<3> provides a weapon to MSK<1> against free MSK<0> as a whole . "
128,647,"The contingency argument is self-defeating since it implies that God must also have a sufficient reason to exist.Hence, it is not true that The Principle of Sufficient Reason suggests that everything requires a sufficient reason for its existence, but says nothing about whether this reason is internal or external to the thing itself.","[""It is circular reasoning to claim that something's existence is the reason for its existence.""]","MSK<0> is self - defeating since MSK<0> implies that God must also have MSK<1> to MSK<4> , MSK<0> is not true that The Principle of MSK<3> suggests that everything requires a MSK<3> for MSK<0> MSK<4> , but says nothing about whether MSK<1> is internal or external to coref0 . "
129,445,"Many physical constants appear finely tuned to permit life.Hence, it is not true that According to the multiverse theory, there are many universes, each with different physical constants. And we are logically in a universe that is hospitable to intelligent life.","[""Using the multiverse theory to explain fine tuning commits the inverse gambler's fallacy.""]","Many MSK<1> appear finely tuned to permit MSK<3> , it is not true that According to the multiverse theory , there are many MSK<2> , each with different MSK<1> . And we are logically in a MSK<2> that is hospitable to intelligent MSK<3> . "
130,216,"Slavery has been a part of almost every culture's past. Establishing a clear line on what is acceptable in history is difficult as both sides always have positive and bad elements on their legacies.Hence, it is true that By this logic, Ancient Greek and Roman monuments that many tourists visit everyday should not be opened to the public as those civilizations supported slavery.","['This is a red herring fallacy. The debate is about removing statues honoring men who fought against our government, who brought great suffering and death to a generation in the defense of slavery in our country. This is not a debate about displaying artifacts from civilizations that died 2000 years ago.']","MSK<0> has been a part of almost every culture 's past . Establishing a clear line on what is acceptable in history is difficult as MSK<1> always have positive and bad elements on MSK<1> legacies.Hence , it is true that By this logic , Ancient Greek and Roman monuments that many tourists visit everyday should not be opened to the public as those civilizations supported MSK<0> . "
131,302,"A larger pool of voters, brought about by automatic voter registration, will benefit Democrats.Hence, it is true that Many young people, Hispanics, Asians and African-Americans are not currently registered to vote. These are also the people most likely to vote Democrat.","['AVR, and a higher, broader turnout, would force Republicans to engage with issues they would previously have ignored, to try and appeal to more types of people.']","MSK<0> , will benefit Democrats.Hence , MSK<0> is true that MSK<1> are not currently registered to MSK<2> . MSK<1> are also the people most likely to MSK<2> Democrat . "
132,176,"Criminal theft can be excused in specific contexts.Hence, it is true that According to some versions of utilitarianism, stealing is justified when it produces more net good outcomes than bad.","['Rule utilitarianism(Rule utilitarianism sounds paradoxical. It says that we can produce more beneficial results by following rules than by always performing individual actions whose results are as beneficial as possible. This suggests that we should not always perform individual actions that maximize utility. How could this be something that a utilitarian would support?\\n\\nIn spite of this paradox, rule utilitarianism possesses its own appeal, and its focus on moral rules can sound quite plausible. The rule utilitarian approach to morality can be illustrated by considering the rules of the road.\\n\\n\\...\\\\n\\nThe reason why a more rigid rule-based system leads to greater overall utility is that people are notoriously bad at judging what is the best thing to do when they are driving a car. Having specific rules maximizes utility by limiting drivers’ discretionary judgments and thereby decreasing the ways in which drivers may endanger themselves and others.) suggests that a general rule prohibiting stealing in all cases would create more beneficial outcomes.']","MSK<0> can be excused in specific contexts.Hence , MSK<0> is true that According to some versions of utilitarianism , stealing is justified when MSK<0> produces more net good outcomes than bad . "
133,114,"Gabbard has some morally-concerning foreign policy views.Hence, it is true that Gabbard has been dubbed an ""Assad apologist"" by the media.","['Being ""dubbed"" something or other by ""the media"" is hardly a reason to either support or oppose a candidate. This is literally the ""bandwagon fallacy,"" meaning that because some other people think so, it must be true.']","MSK<0> has some morally - concerning foreign policy views.Hence , it is true that MSK<0> has been dubbed an "" Assad apologist "" by the media . "
134,1092,"While the public face of politics may appear to be male-heavy, many platforms exist within the socio-political system that allow women's issues to be raised or tabled.Hence, it is true that Women have the freedom of speech and many use it to make their voices heard through various forms of media(There are a significant number of women in the media and entertainment industry compared with our overall benchmark for women’s representation in corporate America. Women make up 49 percent of the total workforce in media and entertainment, although most of these women are concentrated in entry-level positions \(Exhibit 1\).), publishing(Survey of workforce at 34 book publishers and eight review journals in US reveals 79% of staff are white and 78% female – with UK numbers still unmonitored), and social media platforms(Women are more active on social media; they use it more and participate more than men. This is why it is believed that they will mark trends from now on, since they have typically adapted more and better to the technology.).","['Those who use social media for activism are already likely(In contrast to the common assumption that digital media use mobilizes new people to participate in political activity, our findings show stronger support for the opposite causal direction: that digital media use reinforces existing inequalities in patterns of participation; those who use social and digital media for political activity are already more likely to be doing this outside of the digital sphere.) to be politically engaged, so the platform privileges men who are already accepted by political systems and often appealed to as voters. As such, social media does not meaningfully expand speech for women.']","While the public face of MSK<15> may appear to be MSK<14> - heavy , many MSK<0> exist within the MSK<10> - MSK<15> system that allow MSK<1> issues to be raised or tabled.Hence , it is true that MSK<2> have MSK<3> and many MSK<4> MSK<3> to make MSK<2> voices heard through various forms of MSK<5> ( There are a significant MSK<6> of MSK<7> in the MSK<5> and MSK<8> industry compared with our overall benchmark for MSK<7> ’s representation in corporate America . MSK<7> make up MSK<16> percent of the total MSK<9> in MSK<5> and MSK<8> , although most of MSK<1> are concentrated in entry - level positions \ ( Exhibit 1 \ ) . ) , MSK<17> ( Survey of MSK<9> at MSK<16> book MSK<17> and eight review journals in US reveals MSK<13> % of staff are white and MSK<13> % MSK<14> – with UK MSK<6> still unmonitored ) , and MSK<10> MSK<5> MSK<0> ( MSK<11> are more active on MSK<10> MSK<5> ; MSK<11> MSK<4> MSK<12> more and participate more than men . This is why MSK<12> is believed that MSK<11> will mark trends from now on , since MSK<11> have typically adapted more and better to the technology . ) . "
135,989,"Faith is a defective epistemology. Theism ultimately rests on Faith which is choosing to be more confident in certain propositions than warranted by evidence alone.Hence, it is not true that The statement, “theism ultimately rests on faith” presupposes that God hasn’t revealed Himself to the world in any meaningful way, that all evidences presented for God’s existence are false, and that the experiences of billions of people who testify to knowing God are completely false. Thus the parent is an unwarranted claim.","['Argumentum ad populum. Historically, the majority of living adults have believed false things, like geocentrism. This did not prove geocentrism true.']","MSK<0> is a defective epistemology . MSK<1> MSK<3> on MSK<0> which is choosing to be more confident in certain propositions than warranted by MSK<4> alone.Hence , MSK<1> is not true that The statement , MSK<8> theism MSK<3> on MSK<0> MSK<8> presupposes that MSK<5> has n’t revealed MSK<6> to the world in any meaningful way , that all MSK<4> presented for MSK<5> ’s existence are MSK<7> , and that the experiences of billions of people who testify to knowing MSK<5> are completely MSK<7> . Thus MSK<6> is an unwarranted claim . "
136,429,"Bernie is the most electable democrat in the general elections.Hence, it is not true that Sanders is more vulnerable to criticism than the other democratic candidates.",['In order to win in the general election you must appeal to moderates republicans and independents. Sanders is too liberal to assemble a winning coalition with moderate republicans who hate trump or independents who fear extreme change.'],"MSK<1> is the most electable MSK<0> in the general elections.Hence , it is not true that MSK<1> is more vulnerable to criticism than the other MSK<0> candidates . "
137,386,"Science doesn't prove that there is a God, and neither does it prove that there isn't a God. Therefore, science can't back the certain claim that there is no God.Hence, it is not true that Russel's Teapot. Burden of proof lies upon a person making unfalsifiable claims, rather than shifting the burden of disproof to others.","[""Russell's teapot is a straw man. The supernatural is proposed as the explanation to empirically discernible results, such as the immense order we propose for there to have been at the beginning of the universe. Russell’s teapot would have no emperically discernible effects. The existence of the universe is an extraordinary piece of evidence, and providing an analogy with a less-than-extraordinary example \\(a teapot - of profound design but absent in power\\) is unconvincing.""]","MSK<0> does n't MSK<1> that there is MSK<2> , and neither does MSK<0> MSK<1> that there is n't MSK<2> . Therefore , MSK<0> ca n't back the certain MSK<3> that there is no God.Hence , MSK<0> is not true that Russel 's Teapot . MSK<4> of MSK<1> lies upon a person making unfalsifiable MSK<3> , rather than shifting the MSK<4> of disproof to others . "
138,571,"Society shouldn't be responsible for paying for other individual's poor health or choices.Hence, it is not true that Selecting out individuals who exhibit 'poor health and choices' is a slippery slope that would have unintended consequences.",['Automatically treating individuals who create an undue demand on the system through poor choices is a slippery slope that would have unintended consequences.'],"MSK<0> should n't be responsible for paying for other MSK<1> 's MSK<3> or MSK<4> , MSK<0> is not true that Selecting out MSK<1> who exhibit ' MSK<3> and MSK<4> ' is a slippery slope that would have unintended consequences . "
139,675,"Teleological arguments support the existence of God.Hence, it is true that Something cannot posses categories of qualities which its source lacks. People exist, therefore a personal God must exist.","['This commits the fallacy of division, which is when one assumes that a property of a whole must apply to some or all parts of that whole.', 'Wetness is an emergent property of water possessed neither by a single molecule of water, nor my oxygen or hydrogen \\(its constituent parts\\).']","Teleological arguments support the MSK<1> of God.Hence , MSK<0> is true that Something can not posses categories of qualities which MSK<0> source lacks . People MSK<1> , therefore a personal God must MSK<1> . "
140,181,"Feminism isn't meant to include other groups as there are already agendas in place to support these groups.Hence, it is true that There are support groups and social justice organizations for most minority groups.","['This is false equivalence. The existence of support groups does not mean the groups are able to effect change. The goal is not to have support groups, but to cause societal change that supports the marginalized people.']","MSK<0> is n't meant to include other MSK<1> as there are already agendas in place to MSK<2> these groups.Hence , MSK<0> is true that There are MSK<2> MSK<1> and social justice organizations for most minority MSK<1> . "
141,1158,"When looking at smaller sample sizes and more diverse diets there is little to suggest that meat is inherently unhealthy.Hence, it is true that Humans are accustomed to eating meals containing meat. The meals not only gives us proteins that are important for several bodily functions but also even the people who are eating vegetables don't necessarily become healthier. You become healthier based on you intake of foods that your body needs, which may include meat. I think that genes, outside factors \(smoking, levels of stress, sleep time, junk food etc.\), have a actually bigger toll on the body than the actual consumption of meat.","['This appeals to tradition. None of the nutrients listed are exclusive to meat. The rest of your argument is based on conjecture. Studies have shown the reduced risk of diseases from plant based diets, even when adjusted by age \\(i.e., attained age as time variable\\), race, smoking, exercise, personal income, educational level, marital status, alcohol, and region.']","When looking at MSK<8> sample sizes and more diverse diets there is little to suggest that MSK<0> is inherently unhealthy.Hence , MSK<0> is true that MSK<1> are accustomed to MSK<2> MSK<3> containing MSK<4> . The MSK<3> not only gives MSK<1> proteins that are important for several bodily functions but also even the people who are MSK<2> vegetables do n't necessarily become MSK<5> . MSK<6> become MSK<5> based on MSK<6> intake of MSK<7> that MSK<6> needs , which may include MSK<4> . I think that genes , outside factors \ ( smoking , levels of stress , sleep time , junk MSK<7> etc. \ ) , have a actually MSK<8> toll on coref3 than the actual consumption of MSK<4> . "
142,507,"Hitchens was the most entertaining of the horsemen to watch during debates.Hence, it is true that Christopher Hitchens was very articulate and witty. He knew how to use the art of rhetoric to his advantage.","['Hitchens often let his wit consume his arguments(He often allowed wit and erudition to hog the stage when simplicity would have made his arguments more compelling, or his emotion more poignant \\(it was in this sense he fell short in his essay on Mark Daily, which had the potential to be sublime\\).), making them less appealing and accessible to his audience.']","MSK<0> was the most entertaining of the horsemen to watch during debates.Hence , it is true that MSK<0> was very articulate and witty . MSK<0> knew how to use the art of rhetoric to MSK<0> advantage . "
143,277,"Capitalist free-trade is reducing war-related deaths.Hence, it is not true that The graph only starts counting deaths in the 1940s when WWII was underway. Relying on this timespan is subject to a number of weaknesses.","['Capitalism began to emerge in the 16th century. If capitalism is responsible for reducing war-related deaths, then a decrease in the number of deaths should be evident across hundreds of years. Arbitrarily choosing the last 80 years could amount to unreliable cherry-picking.']","MSK<0> is reducing war - related deaths.Hence , MSK<0> is not true that The graph only starts counting deaths in the 1940s when WWII was underway . Relying on this timespan is subject to a number of weaknesses . "
144,604,"As a believer of any religion, you have to believe that you are right while all the contradicting religions are wrong. There is no evidence to support such statements, as the evidence for most religions is of similar value, individual experiences and \(old\) man-written texts.Hence, it is true that Most people believe that all faiths, besides theirs, are wrong. Thus, on average, all religions are being rejected by all people, besides the individual believers of a particular faith.",['The fact that many people believe something says nothing about the truth value of that thing. To presuppose so is the fallacy of argumentum ad populum.'],"As a MSK<0> of any MSK<1> , MSK<2> have to MSK<3> that MSK<2> are right while MSK<4> are MSK<5> . There is no MSK<6> to support such statements , as the MSK<6> for most MSK<1> is of similar value , MSK<7> experiences and \ ( old \ ) man - written texts.Hence , it is true that Most MSK<8> MSK<3> that all MSK<9> , besides theirs , are MSK<5> . Thus , on average , MSK<4> are being rejected by all MSK<8> , besides the MSK<7> MSK<0> of a particular MSK<9> . "
145,292,"God would only make the best of all possible worlds, and the best of all possible worlds lacks evil.Hence, it is not true that The best possible world may still logically require the existence of evil and suffering because God must follow the laws of logic.","[""Even if we accept the basic point that God's need to follow the laws of logic does not contradict his omnipotence, this is only relevant to the question of theodicy. If we show that evil and suffering are entailed by the laws of logic. Absent that demonstration, appealing to the logical limits on God's omnipotence is a red herring.""]","MSK<0> would only make the MSK<1> of MSK<2> , and the MSK<1> of MSK<2> lacks MSK<3> , it is not true that The MSK<1> possible world may still MSK<4> require the existence of MSK<3> and suffering because MSK<0> must follow the laws of MSK<4> . "
146,962,"Order is not an indication of intelligence or intent just like the appearance of design is not indicative of intended design or of a designer.Hence, it is not true that While it isn't necessarily true that order indicates intelligence or that the appearance of design indicates a designer, in most cases it would be more reasonable to infer intelligence and design as the best explanation \(e.g. finding machines on mars or a watch in the middle of nowhere\).","['Inferring intelligence from the ""appearance of design"" is an argument from ignorance; there is this subjectively profound experience \\(i.e. the appearance of design\\) for which one assumes no other explanation exists, therefore it is the result of an intelligence.']","Order is not an indication of intelligence or intent just like the appearance of design is not indicative of intended design or of a designer.Hence, it is not true that While it isn't necessarily true that order indicates intelligence or that the appearance of design indicates a designer, in most cases it would be more reasonable to infer intelligence and design as the best explanation \(e.g. finding machines on mars or a watch in the middle of nowhere\)."
147,573,"Term limits exist at the Executive Branch, they should be in place for elected law makers as well.Hence, it is not true that Most modern term limits internationally affect only presidents or similar figures.","['We can learn from other countries, but saying we should do something just because other countries are is a ""bandwagon fallacy"".']","MSK<0> exist at the Executive Branch , MSK<0> should be in place for elected law makers as well.Hence , it is not true that Most modern term limits internationally affect only presidents or similar figures . "
148,628,"God exists.Hence, it is true that Revelation through faithful practices, religious experiences, and testimony support the existence of God.","['A claim that rests on something being divine assumes the existence of a divinity. If the existence of God is in question, the interlocutor cannot accept divinity as part of the argument \\(as that would be circular\\).']","MSK<0> , MSK<0> is true that Revelation through faithful practices , religious experiences , and testimony support the existence of God . "
149,37,"Hume's ""ought from an is"" problem is specifically focused on what is, \(a person doing x\) cannot inform on what a person ought to do. To properly use Hume's argument, we could say, ""a person doing x doesn't inform us on whether a person should do x."" But this isn't valid to natural rights since the argument would be, ""A person has x, therefore they ought to be able to use their x for y""Hence, it is true that A person has a brain, therefore they ought to be able to use their brain for reasoning.",['This is a non sequitur.'],"coref1 "" MSK<0> from an is "" problem is specifically focused on what is , \ ( MSK<1> \ ) can not MSK<2> on what MSK<3> MSK<0> to do . To properly MSK<4> MSK<5> , MSK<6> could say , "" MSK<1> does n't MSK<2> MSK<6> on whether MSK<3> should do MSK<7> "" But this is n't valid to natural rights since MSK<5> would be , "" MSK<3> has MSK<7> , therefore MSK<8> MSK<0> to be MSK<9> to MSK<4> MSK<8> MSK<7> for y "" Hence , it is true that MSK<3> has a MSK<10> , therefore MSK<8> MSK<0> to be MSK<9> to MSK<4> MSK<8> MSK<10> for reasoning . "
150,370,"Rationalism is more accurate than Empiricism.Hence, it is true that Rationalist theories rely on deductive reasoning, which can be proven valid using formal logic.","['Rationalist theories are proven by logic, and logic is proven by logic. Thus, in essence rationlism uses a form of circular argumentation.']","MSK<0> is more accurate than Empiricism.Hence , MSK<0> is true that Rationalist theories rely on deductive MSK<1> , which can be proven valid using formal MSK<1> . "
151,1139,"Jesus' impact on the world demonstrates that he is the promised Messiah of the ancient Hebrew religion.Hence, it is true that Nearly a third of the global population identifies as a Christian.",['This is an argument ad populum. The number of people that believe something does not effect the truth of the belief.'],"MSK<0> demonstrates that MSK<0> is the promised Messiah of the ancient Hebrew religion.Hence , coref1 is true that Nearly a third of the global population identifies as a Christian . "
152,764,"A culture of political correctness protects minorities and those who feel outcast.Hence, it is not true that This does not apply to those who are outcast for holding what are deemed to be un-PC views, which can make these outcast groups feel silenced.","['This draws a false equivalence between two types of outcast. You should be condemned for being racist, not for being black.']","MSK<0> protects minorities and those who MSK<1> MSK<2> , MSK<0> is not true that This does not apply to those who are MSK<2> for holding what are deemed to be un-PC views , which can make these MSK<2> groups MSK<1> silenced . "
153,484,"Protecting hate speech would make it easier for that speech to be effectively refuted.Hence, it is not true that By its nature, hate speech often cannot be meaningfully and convincingly refuted. As such, it should just be restricted.","['Hate speech is often predicated on irrational or obviously false statements(First of all, it can be observed that the majority of content verified by fact-checkers has a mostly negative tone. This negativity bias is most pronounced in content flagged as untrue but occurs across all categories. The proportions further demonstrate that the higher the deviation from facticity, the higher the proportion of partisan attacks on Democrats. For partisan attacks on Republicans, however, the pattern is reversed: The more information deviates from facticity, the lower the proportion of partisan attacks on Republicans. Compared to the other forms of uncivil speech distinguished, attacks on the media are a relatively rare event, and are most likely to occur in false information. Hate speech – the attribution of negative qualities to out-groups – occurs relatively frequently in all distinguished categories of \\(un\\)truthfulness.) about the worth, intelligence, or existence of other peoples. These can be shown to be wrong.']","MSK<0> would make MSK<0> easier for MSK<0> to be effectively refuted.Hence , MSK<0> is not true that By MSK<0> nature , hate speech often can not be meaningfully and convincingly refuted . As such , MSK<0> should just be restricted . "
154,997,"We are justified in rejecting unfalsifiable claims until they are constructed as falsifiable claims, at which point the claim still carries a burden of proof. Therefore, we are justified in rejecting a God for the same reason.Hence, it is not true that The project of natural theology demonstrates that the thesis “God Exists,” is falsifiable. Natural theology provides valid deductive arguments with premises that are more probably true than false, and in some cases are reinforced by inductive evidence \(when appropriate\). The premises of these arguments can be refuted as evidenced quite extensively by this Kialo discussion.","['God has been falsified many times by this standard, but theists keep moving the goalposts. This motivated Sagan\'s famous ""dragon in the garage"" allegory.']","MSK<0> are MSK<1> in MSK<2> MSK<4> MSK<3> until they are constructed as MSK<4> MSK<3> , at which point the MSK<3> still carries a burden of proof . Therefore , MSK<0> are MSK<1> in MSK<2> a MSK<5> for the same reason.Hence , it is not true that The project of MSK<6> demonstrates that the thesis MSK<8> MSK<5> Exists , MSK<8> is MSK<4> . MSK<6> provides MSK<7> . The premises of MSK<7> can be refuted as evidenced quite extensively by this Kialo discussion . "
155,510,"We should use the quality of information and the presence/degree of consent among parties affected as the foundation/most critical point of determining the morality of an action.Hence, it is not true that It is not possible to obtain or provide perfect knowledge of the repercussions of an action.","['The thesis is not appealing to consequences, but instead promotes obtaining consent prior to and during moral actions.']","We should use the quality of MSK<0> and the presence / degree of consent among parties affected as the foundation / most critical point of determining the morality of an MSK<1> , it is not true that It is not possible to obtain or provide perfect MSK<0> of the repercussions of an MSK<1> . "
156,285,"Being ""outdated"" isn't a negative in itself. Some old institutions are useful.Hence, it is true that The point of empiricism suggests that the monarchy has survived the test of time.",['This is an example of an appeal to tradition. Something existing for a long time does not mean it is good.'],"Being "" outdated "" is n't a negative in itself . Some old institutions are useful.Hence , it is true that The point of empiricism suggests that the monarchy has survived the test of time . "
