,claim,labels
510,"Which fallacy is the following example? ""By rejecting God, you are rejecting goodness, kindness, and love itself.""",['appeal to emotion']
511,"I know you don’t like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",['appeal to emotion']
512,A commercial about abandoned animals needing a shelter of a forever home. They ask for a small donation to help these struggling animals.,['appeal to emotion']
513,"I know you don't like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",['appeal to emotion']
514,They are dangerous militants out to destroy our peaceful way of life.,['appeal to emotion']
515,A real estate ad shows a happy family moving in to the home of their dreams.,['appeal to emotion']
516,"Using positive words that become associated with something, like company slogans and political advertisements",['appeal to emotion']
517,A commercial shows images of animals in need to persuade the audience to make donations.,['appeal to emotion']
518,"""It is an outrage that the school wants to remove the vending machines. This is taking our freedom away!""",['appeal to emotion']
519,Television Advertisement: Get all of your stains out by using new and improved Ultra Suds and wash your blues away!,['appeal to emotion']
520,"An advertisement asking people to give to St. Jude Research Center to help children struggling with cancer. You wouldn't want to let these children die, right?",['appeal to emotion']
521,Don't you want the best for your baby?,['appeal to emotion']
522,This seat belt ad is using which type of persuasive appeal? It has a picture which might make people feel sad.,['appeal to emotion']
523,Janice just lost her goldfish and so asks you to give her the benefit of the doubt. What fallacy has she committed?,['appeal to emotion']
524,"""You will never be satisfied in life if you don’t seize this opportunity. Do you want to live the rest of your years yearning to know what would have happened if you just jumped when you had the chance?"" Which appeal is the primary appeal used in this quote?",['appeal to emotion']
525,"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed.""  Which appeal is the primary appeal used in this quote?",['appeal to emotion']
526,"Don’t waste food, people in Marawi are suffering because of hunger.",['appeal to emotion']
527,"I know you don't like the kitty-cat  sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",['appeal to emotion']
528,“A bank with the heart for every Filipino” - Veterans Bank,['appeal to emotion']
529,Snarl Words are an example of...,['appeal to emotion']
530,"""You'll make the right decision because you have something that not many people do: you have heart.""?",['appeal to emotion']
531,"""Do the best for your baby""  is an example of ...",['appeal to emotion']
532,A commercial about abandoned animals needing shelter or a forever home. They ask for a small donation to help these struggling animals.,['appeal to emotion']
533,"""Jews are lice; They cause typhus (Painful/deadly disease).""",['appeal to emotion']
534,What is the appeal being used through this sad little girl?,['appeal to emotion']
535,present ideas that elicit strong feelings,['appeal to emotion']
536,Words with strong feelings that bring about feelings in the reader. Strong words (+ or -) specifically used to sway the reader,['appeal to emotion']
537,"When President Kennedy said that research for space travel could help children with eye defects, he is making what kind of appeal?",['appeal to emotion']
538,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”",['appeal to emotion']
539,We have a responsibility to care for this poor lost dog.,['appeal to emotion']
540,an attempt to persuade the reader/audience based on feelings or emotions; emotional response,['appeal to emotion']
541,Last year I wanted to quit school because my friends treated me like an outcast and talked about me to my friends. I felt betrayed and sad all of the time but now I think I have a place at my new middle school.,['appeal to emotion']
542,The sinister fisherman's suspicious smile frightened the innocent children,['appeal to emotion']
543,"The uncommunicative strangers seemed unwilling to speak to us, hiding behind the language barrier.",['appeal to emotion']
544,Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.,['appeal to emotion']
545,The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.,['appeal to emotion']
546,We will not rest until we reach a day when not one single veteran falls into homelessness.,['appeal to emotion']
547,Thousands of pets are left homeless and hungry because lousy people turn them out on the streets instead of taking care of them.,['appeal to emotion']
548,"You should always eat everything on your plate, think of all the children in Africa who doesn’t always have enough food.",['appeal to emotion']
549,"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?",['appeal to emotion']
550,They cannot take her to jail even if she did rob the bank and take millions of pesos… She is already too old and weak to be locked up.,['appeal to emotion']
551,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.",['appeal to emotion']
552,A persuasive technique meant to influence a person’s emotions.,['appeal to emotion']
553,A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need.,['appeal to emotion']
554,This technique using vague positive words that actually hold little meaning.,['appeal to emotion']
555,"There must be objective rights and wrongs in the universe. If not, how can you possibly say that torturing babies for fun could ever be right?",['appeal to emotion']
556,"That lady had a rough day today. She woke up late, she was not able to eat breakfast, she missed the train and was late for work. My heart aches for this poor lady.",['appeal to emotion']
557,"""A dog would be a great addition to our family. Think about how wonderful it would be to come home to a happy, excited, loving dog?"" This is an example of which persuasive technique?",['appeal to emotion']
558,"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?",['appeal to emotion']
559,"""There I was in the midst of thousands, and yet a perfect stranger; without home and without friends, in the midst of thousands of my own brethren—children of a common Father, and yet I dared not to unfold to any one of them my sad condition."" Check each literary term found in this quote:",['appeal to emotion']
560,", tax relief instead of tax cut, or death tax instead of estate tax)",['appeal to emotion']
561,What type of persuasive writing is used to influence readers’ feelings (pathos)?,['appeal to emotion']
562,"Which type of appeal is used in the following phrase from the Declaration of Independence: “He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people”?",['appeal to emotion']
563,"When an advertiser tries to make a connection with the audience emotionally through sappy stories, music, sad puppies, etc...",['appeal to emotion']
564,"This is usually used in a company's slogan, using words that are very vague and nonspecific, but sound really nice. ex: ""Eat Fresh."" ""Expect More. Pay Less.""",['appeal to emotion']
565,"""The critical mission was horribly executed."" is an example of ...",['appeal to emotion']
566,"""Beware of appeals made only to your feelings and not to your logic.""",['appeal to emotion']
567,"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all.",['appeal to emotion']
568,Do you still beat your wife?,['appeal to emotion']
569,"company's slogan ""Eat Fresh.""",['appeal to emotion']
570,"company's slogan ""Expect More. Pay Less.""",['appeal to emotion']
571,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”  I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.",['appeal to emotion']
572,"There must be objective rights and wrongs in the universe.  If not, how can you possibly say that torturing babies for fun could ever be right?",['appeal to emotion']
573,"By rejecting God, you are rejecting goodness, kindness, and love itself.",['appeal to emotion']
574,The Bible is filled with stories of God's magic.,['appeal to emotion']
575,I don’t see what’s wrong with engaging the services of a professional escort.,['appeal to emotion']
576,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.,['appeal to emotion']
577,"Luke didn't want to eat his vegetables, but his father told him to think about the poor, starving children in a third world country who don't have anything to eat.",['appeal to emotion']
578,We shouldn’t put her in jail even if she stole billions of pesos. She is already too old to be locked up.,['appeal to emotion']
579,"""I should receive an 'A' in this class. I had a tough week!"" Hadi begged",['appeal to emotion']
580,"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir.",['appeal to emotion']
581,"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!” Demanded Aun.",['appeal to emotion']
582,"Sarah wakes up one morning to find that she has just slept through her anatomy test. She emails her teacher and asks if she can make up the test. Sarah states that she deserves to take it over because she didn't sleep well because her boyfriend just broke up with her, her dog is sick and she stained her favorite dress. What fallacy is this?",['appeal to emotion']
583,"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”",['appeal to emotion']
584,We should give the other applicant the job because he has a poor family and he needs to provide for them. It looks like he suffers a lot!,['appeal to emotion']
585,"If you write to Mrs. Roth and tell her: ""Mrs Roth, I know I haven't done any of the assignments, but I need a C anyway because I'm asking nicely and I'm good person, and I'm going to get in trouble if you don't.""",['appeal to emotion']
586,"Saying that you support a specific candidate for class president, only because he has recently been diagnosed with cancer is an example of which fallacy?",['appeal to emotion']
587,"""I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I've had a cold, so it was really hard for me to study!""",['appeal to emotion']
588,It occurs when someone makes an appeal to emotion of pity instead of addressing the argument.,['appeal to emotion']
589,You don’t have to do this. My grandmother is in the hospital. I need my salary to support her medication. She’s dying.,['appeal to emotion']
590,Just give me a chance to prove it to you. I can’t live this life if you will leave me. My world will stop to turn around. I will not be able to eat nor drink.,['appeal to emotion']
591,Won't you give the abandoned puppy a home?,['appeal to emotion']
592,"""Sir, please let me take the exam. I was late because I need to cook our breakfast and wash the dishes.""",['appeal to emotion']
593,"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X.""",['appeal to emotion']
594,"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions.",['appeal to emotion']
595,"""You cannot detain me. I am still grieving my cat's death.""",['appeal to emotion']
596,"You really should support Senator Jones and his campaign to strengthen national defense. If you do not, he will lose control of the Armed Forces Committee and likely resign from politics.",['appeal to emotion']
597,You've got to donate to the hockey team. They are helping build schools in Uganda. Imagine all of those poor and hungry kids there.,['appeal to emotion']
598,a lifelong Republican who was against Obamacare until it saved his life.,['appeal to emotion']
599,"I should receive an 'A' in this class. After all, if I don't get an 'A' I won't get the fellowship that I want.",['appeal to emotion']
600,"I really deserve an “A” on this paper, professor.  Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.",['appeal to emotion']
601,"Ginger: Your dog just ran into our house and ransacked our kitchen!
Mary: He would never do that, look at how adorable he is with those puppy eyes!
",['appeal to emotion']
602,"Children should not go trick or treating, as there always
exists the possibility that someone could poison the treats.",['appeal to emotion']
603,"If we don’t teach teens to work harder, the human race is doomed.",['appeal to emotion']
604,"If you love your family, you'll buy this new stealth
security system.",['appeal to emotion']
605,"Sometimes kids ride skateboards and fall off, breaking their arms or legs. Clearly, riding a skateboard is extremely dangerous. Don’t you think skateboards should be banned?",['appeal to emotion']
606,This is an example of what logic fallacy?,['appeal to emotion']
607,"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family.",['appeal to emotion']
608,A mother tells her children not to leave the yard because there might be wild animals in the woods.,['appeal to emotion']
609,"Preys on people’s emotions and sensitivities, can turn into a slippery slope",['appeal to emotion']
610,"""If you don't turn in your homework, you will be getting a call home.",['appeal to emotion']
611,"Claiming that ""If you elect him, the Dow Jones will tumble and you will lose all of your money!"" is an example of:",['appeal to emotion']
612,"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron. But remember, you have a family to feed. Besides you know how rumors of this kind of disloyalty can spread through the industry. You'll ever work as an accountant in this town again.",['appeal to emotion']
613,"My family is this school's biggest donor so, you better think about that bad grade you gave me on my test.",['appeal to emotion']
614,"""Politician X is going to strip away your right to free speech!""",['appeal to emotion']
615,"If you don't start recycling now, our entire planet will be destroyed in ten years.",['appeal to emotion']
616,"""If you don't believe in God, you'll go to hell!"" is an example of:",['appeal to emotion']
617,"I ask all employees to vote for my chosen candidate in the upcoming elections. If the other candidate wins, he will raise taxes and many of you will lose your jobs.",['appeal to emotion']
618,"Senator Jones supports a strong national defense. If you do vote for him, our country will be invaded, and it will start World War III.",['appeal to emotion']
619,Explaining that trusting the other politician will cause everyone to lose their homes and jobs,['appeal to emotion']
620,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy.",['appeal to emotion']
621,"If you don't buy the black pencils, you will get made fun of. You will not be chosen for group projects.",['appeal to emotion']
622,"If we don’t bail out the big automakers, the US economy will collapse.  Therefore, we need to bail out the automakers.",['appeal to emotion']
623,"Timmy: Mom, what if I don’t believe in God?
Mom: Then you burn in Hell forever.  Why do you ask?
Timmy: No reason.
",['appeal to emotion']
624,"One pill is good, two will be better",['appeal to emotion']
625,It takes faith to believe in God just like it takes faith to believe in the Easter Bunny -- but at least the Easter Bunny is based on a creature that actually exists!,['appeal to emotion']
626,Evolution is the idea that humans come from pond scum.,['appeal to emotion']
627,"I am going into surgery tomorrow so please pray for me.  If enough people pray for me, God will protect me from harm and see to it that I have a successful surgery and speedy recovery.",['appeal to emotion']
628,"If everyone lived his or her life exactly like Jesus lived his life, the world would be a beautiful place!",['appeal to emotion']
629,"MARVIN STONE: You suggest that we scrap the SALT II treaty already negotiated, and intensify the build-up of American power to induce the Soviets to sign a new treaty - one more favorable to us. President Carter, on the other hand, says he will again try to convince a reluctant Congress to ratify the present treaty on the grounds it's the best we can hope to get. Now, both of you cannot be right. Will you tell us why you think you are?
RONALD REAGAN: Yes. I think I'm right because I believe that we must have a consistent foreign policy, a strong America, and a strong economy. And then, as we build up our national security, to restore our margin of safety, we at the same time try to restrain the Soviet build-up, which has been going forward at a rapid pace, and for quite some time.
October 28, 1980
Cleveland, Ohio
What logical fallacy did Reagan’s response illustrate the use of?",['appeal to emotion']
630,"You should choose to work more overtime at the same rate of pay. After all, you wouldn’t want to lose your job, would you?",['appeal to emotion']
631,"“All those opposed to my arguments for the opening of a new department, signify by saying, ‘I quit.’""",['appeal to emotion']
632,"The Department of Transportation needs to reconsider the speed limit proposals on interstate highways for the simple reason that if they do not, their departmental budget for the Department of Transportation will be cut by 25%.",['appeal to emotion']
633,"""I'd like to punch him in the face."" - Donald Trump (Feb. 2016, at a campaign rally, remarks directed at a protester who was being escorted out of the rally.)",['appeal to emotion']
634,"Speaker 1: I'll never talk.
Speaker 2: We have ways of making you talk.",['appeal to emotion']
635,"In the race for mayor, Lara says a vote for her opponent will lead to you losing your job. What fallacy has she committed?",['appeal to emotion']
636,"""Don't make me angry; you won't like me when I'm angry.""",['appeal to emotion']
637,Our gang will beat up anyone who doesn’t vote our way,['appeal to emotion']
638,"Melvin: Boss, why do I have to work weekends when nobody else in the company does?
Boss: Am I sensing insubordination?  I can find another employee very quickly, thanks to Craigslist, you know.
",['appeal to emotion']
639,"Jordan: Dad, why do I have to spend my summer at Jesus camp?
Dad: Because if you don’t, you will spend your entire summer in your room with nothing but your Bible!
",['appeal to emotion']
640,Aren't you tired of the political divisiveness in this country? Republicans know what they are talking about when it comes to immigration. Don't you agree?,['appeal to emotion']
641,"Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food.
",['appeal to emotion']
642,"If there is objective morality, then good moral behavior will be rewarded after death.  I want to be rewarded; therefore, morality must be objective.",['appeal to emotion']
643,"If there is no objective morality, then all the bad people will not be punished for their bad behavior after death.  I don’t like that; therefore, morality must be objective.",['appeal to emotion']
644,"If there is no freewill, then we are not ultimately in control of our actions. If this is true, our entire system of justice would be seriously flawed. This would be very bad; therefore, freewill must exist.",['appeal to emotion']
645,"Evolution cannot be true. If it were true, we’d all be smelly apes.",['appeal to emotion']
646,"I believe that when we die, we will spend eternity reading books and learning more about writing composition. I am so comforted by this belief!",['appeal to emotion']
647,"Jeannette has an upcoming exam in anatomy and physiology. It will cover the four chapters read and discussed over the last month. Jeannette hasn’t studied. Though there are well over 200 terms she will be expected to remember, Jeannette knows that her memory is great. She will remember the terms just from having heard them mentioned in class. After all, because of her excellent memory, she got through high school without studying. Despite her faith in her memory, her lack of studying results in an F on the exam.",['appeal to emotion']
648,I know in my heart of hearts that our home team will win the World Series.,['appeal to emotion']
649,"I believe that when we die, we are all given new, young, perfect bodies, and we spend eternity with those whom we love. I can’t imagine the point of life if it all just ends when we die!",['appeal to emotion']
650,"Maria has been working at her current job for more than 30 years at the same wage. She desperately wants a raise so she approaches her boss to ask for one. She says, ""You are one of the kindest people I know. You are smart and good-looking and I really love your shoes.""",['appeal to emotion']
651,You should certainly be the one who washes the dishes -- you are just so good at it!,['appeal to emotion']
652,"Salesguy: You should definitely buy this car.  You look so good in it -- you look at least ten years younger behind that wheel.
Tamera: I’ll take it!
",['appeal to emotion']
653,"""Then we had a death. A 32-year-old woman hemorrhaged to death as a result of a cervical laceration. I finally realized, we weren't helping women - we were destroying them.""",['appeal to emotion']
654,"""If you have never been born again, eternal separation from God in the Lake of Fire awaits you. If you are born again, then being with the Lord in heaven forever is your destiny. Which do you choose?""",['appeal to emotion']
655,"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!”",['appeal to emotion']
656,"“It’s wrong to tax corporations—think of all the money they give to charity, and think of the costs they already pay to run their businesses!”",['appeal to emotion']
657,You should give me a promotion. I have a lot of debt and am behind on my rent.,['appeal to emotion']
658,You can’t give me a C. I’ll lose my scholarship.,['appeal to emotion']
659,I can’t take home a B in this course. My parents will be angry with me.,['appeal to emotion']
660,"If you don’t give me a passing grade, I won’t get accepted to medical school. That will break my grandmother’s heart.",['appeal to emotion']
661,"You should marry me. I know we’re not compatible, but I only have a year to live, and you’re my last chance.",['appeal to emotion']
662,"If you choose not to administer triple antibiotic coverage for this patient with severe and extensive burns, you will be held responsible for any infectious complications that might eventually arise.",['appeal to emotion']
663,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.,['appeal to emotion']
664,"Professor, please, PLEASE reconsider my grade on the Final! I know I only answered 7% of the questions correctly, but I didn’t really deserve an F! In the past week I sprained my ankle, my dog ran away, and my kitchen caught on fire! I think it’s only fair I get a chance to retake the test!",['appeal to emotion']
665,"I cannot get a job because the public education system failed me;  I have to steal to  survive.  It is society's fault, not mine.",['appeal to emotion']
666,"Professor, you have to give me an A on this paper. I know I only turned in a sentence and some clip art, but you have to understand, my grandmother suddenly died while traveling in the Northern Yukon, and her funeral was there so I had to travel, and my parents got divorced in the middle of the ceremony, and all the stress caused me to become catatonic for two weeks. Have some pity — my grandmother's last wish was that I'd get an A in this class.",['appeal to emotion']
667,"Same-sex marriage must be prohibited, or the family structure as we know it will  collapse.",['appeal to emotion']
668,"Evolution cannot be true. If it were true, we’d all be smelly apes.",['appeal to emotion']
669,"If you don’t agree to sign the labor agreement, we’ll fire you.",['appeal to emotion']
670,"If you do not believe in God, you will go to hell.",['appeal to emotion']
671,"Without this additional insurance, you could find yourself broke and homeless.",['appeal to emotion']
672,"I know I missed assignments, but if you fail me, I will lose my financial aid and have to drop out.",['appeal to emotion']
673,"America is the best place to live, because it's better than any other country.",['circular reasoning']
674,The red bicycle is red.,['circular reasoning']
675,The news is fake because so much of the news is fake.,['circular reasoning']
676,"""The Cardinals are the best football team because they're better than all the other teams.""",['circular reasoning']
677,"Quinoa is a delicious, plant-based source of protein because it tastes so darn good.",['circular reasoning']
678,God exists. How do you know? Because it says so in the Bible.,['circular reasoning']
679,"She is good at writing because she writes words effectively.""",['circular reasoning']
680,President Reagan was a great communicator because he had the knack of talking effectively to the people.,['circular reasoning']
681,Plagiarism is deceitful because it is dishonest.,['circular reasoning']
682,Canada is the best country to live in because it's better than the other countries!,['circular reasoning']
683,The thing about the new math teacher (who is an excellent teacher) is that he/she really stands out because he/she has good teaching skills.,['circular reasoning']
684,Repeating the same thing as if you’re proving something,['circular reasoning']
685,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls.",['circular reasoning']
686,The witchcraft problem is the most urgent spiritual crisis in the world today. Why? Because witches threaten our very souls.,['circular reasoning']
687,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.,['circular reasoning']
688,"America is the best place to live, because it's better than any other country. (This is a good example of...)",['circular reasoning']
689,"Bill: I think capital punishment is wrong.
Adam: No it isn't. If it was wrong, it wouldn't be legal.
Of which fallacy is this an example?  http://www.funtrivia.com",['circular reasoning']
690,Cell phones stop students from concentrating in class because they are distracting.,['circular reasoning']
691,Fast food is bad for you because is junk.,['circular reasoning']
692,"""Ghosts exist.... because I saw a ghost in my closet,"" is an example of what logical fallacy?",['circular reasoning']
693,How do I know that Beth is the most intelligent person in our geometry class? I know because she's so smart.,['circular reasoning']
694,"President Bennett is an effective communicator, because he has a natural talent for speaking with people.
against",['circular reasoning']
695,"Pamela never lies. She told me herself, so it must be true.",['circular reasoning']
696,"Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history.",['circular reasoning']
697,“Harold’s new book is well-written because Harold is a wonderful writer.”,['circular reasoning']
698,"The number of pirates in existence decreased as the global average temperature rose. Therefore, we can conclude that hotter weather reduces piracy.",['circular reasoning']
699,"""When my parents talk to me about how important it is to learn a second language, I remind them they didn't learn another language.",['circular reasoning']
700,Senator Randall isn't lying when she says she cares about her constituents—she wouldn't lie to people she cares about.,['circular reasoning']
701,"Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs.",['circular reasoning']
702,Companies that make huge profits must be exploiting their customers because the only way a company could make large profits is by taking advantage of their customers.,['circular reasoning']
703,"You must obey the law, because it’s illegal to break the law.",['circular reasoning']
704,You have to invite Jenna to your party because it would not be nice not to invite Jenna.,['circular reasoning']
705,1. “iPhones are the best smartphones on the market because Apple makes the best smartphones.”,['circular reasoning']
706,"“I know that what I experience is real because I can see, hear, smell, touch and taste everything.”",['circular reasoning']
707,"""I am a great leader because I make great leadership decisions. The proof that I make great leadership decisions is that I am a great leader, and that's what leaders do."" What is this?",['circular reasoning']
708,That restaurant is popular because everyone in town goes there.,['circular reasoning']
709,"You can't give me a C! I'm an A student, a C is just wrong!",['circular reasoning']
710,This is an example of....,['circular reasoning']
711,"You must obey the law, because it's illegal to break the law.",['circular reasoning']
712,"Violent video games cause teens to be violent, because violent teens play violent video games.",['circular reasoning']
713,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me. """,['circular reasoning']
714,John Green is a wonderful writer because he writes so well.,['circular reasoning']
715,Why should we put people on trial when we know they are guilty?,['circular reasoning']
716,Sleeping until noon is the worst thing to do because it is bad to sleep late.,['circular reasoning']
717,"""The Philippines is in poverty because of poor people.""",['circular reasoning']
718,Order is necessary to justice because justice can only be achieved by a program of social and legal order.,['circular reasoning']
719,"the reason why more people are leaving this country is because of economic problems, therefore because there is an economic problem is that people are leaving this country.",['circular reasoning']
720,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me"" is an example of",['circular reasoning']
721,President Reagan was a great communicator because he had the gift of talking effectively to the people.,['circular reasoning']
722,Taco is the best because it tastes better.,['circular reasoning']
723,Starbucks is the best because it's expensive.,['circular reasoning']
724,Distracting and dangerous mobile devices should be banned from use in vehicles.,['circular reasoning']
725,"""I shouldn't have flunked the test because I never get F's"" is an example of",['circular reasoning']
726,Americans should give money to charity because it is the right thing to do.,['circular reasoning']
727,We know he’s not lying since he says he’s telling the truth.,['circular reasoning']
728,"Claim: You can't give me a C in this course...
Reason: ... Because I am an A student.
Warrant: An A student is someone who can't receive Cs.",['circular reasoning']
729,"Pvt. Joe Bowers: What are these electrolytes? Do you even know?
Secretary of State: They're... what they use to make Brawndo!
Pvt. Joe Bowers: But why do they use them to make Brawndo?
Secretary of Defense: [raises hand after a pause] Because Brawndo's got electrolytes.",['circular reasoning']
730,"""You must obey the law, because it's illegal to break the law.""

What logical fallacy is used in the statement above?",['circular reasoning']
731,"Bob: that movie was a waste of time and money
Ted: what was wrong with it?
Bob: It sucked

This is an example of?",['circular reasoning']
732,"""All eighteen-year-olds have the right to vote because it's legal for them to vote.""",['circular reasoning']
733,Global warming doesn’t exist because the earth is not getting warmer,['circular reasoning']
734,The greatest thing that we can do is to love each other. Love is better than any other emotion.,['circular reasoning']
735,"I am athletic because I run, and I run because I'm athletic.",['circular reasoning']
736,"“We must accept the traditions of the men of old time who affirm themselves to be the offspring of the gods - that is what they say - and they must surely have known their own ancestors. How can we doubt the word of the children of the gods?” - Plato, Timaeus",['circular reasoning']
737,"Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history.",['circular reasoning']
738,Paranormal activity is real because I have experienced what can only be described as paranormal activity.,['circular reasoning']
739,"""But this here research must go on. This space effort must go on"" is an example of which logical fallacy?",['circular reasoning']
740,I hated the movie because it was the worst movie I ever saw.,['circular reasoning']
741,This has to work so it will work.,['circular reasoning']
742,Paranormal activity is real because I've seen a ghost.,['circular reasoning']
743,"""It is what it is!""",['circular reasoning']
744,"""I stay away from those gatherings because I don't want to be brainwashed.""",['circular reasoning']
745,Politician Running for Public Office: You can all trust what I say. I have never lied in my life.,['circular reasoning']
746,"God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed.",['circular reasoning']
747,"Whatever is less dense than water will float, because such objects won't sink in water.",['circular reasoning']
748,"""He's the best teacher I've ever had because he's the best teacher I've known.""",['circular reasoning']
749,"""You can't give me a D because I'm an A student!""",['circular reasoning']
750,"""She is the best candidate for president because she is better than the other candidates!""",['circular reasoning']
751,"Cell phones, high-tech devices that cause severe distractions and cyberbullying should be banned in schools.",['circular reasoning']
752,The President said he will not allow disrespectful dissent.,['circular reasoning']
753,Andanar is unfit for the position because he seems unqualified for it.,['circular reasoning']
754,"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!""",['circular reasoning']
755,"In her paper, Aida states ""Filthy, polluting hummers should be banned.""
Name that fallacy:",['circular reasoning']
756,"""The BP Oil rig exploded causing many marine mammals to die."" This illustrates that the BP oil rig was bad and caused animals to die.",['circular reasoning']
757,You can't give me a C. I'm an A student.,['circular reasoning']
758,Richardson is the most successful mayor the town has ever had because he's the best mayor of our history.,['circular reasoning']
759,We know the virus started in a lab because it's too deadly to have just been the result of basic circumstance. But it hasn't been as deadly for China which proves that it's lab-made. Because it's deadly.,['circular reasoning']
760,"I deserve to have a later curfew, so you should let me stay out until 10pm!",['circular reasoning']
761,Shakira is the best singer in the world because she is the most talented singer there is.,['circular reasoning']
762,"""Standardized dress should be used in schools because kids should wear standardized dress.""",['circular reasoning']
763,"The Bible is the Word of God because God tells us it is... in the Bible.

X is true because of Y.
Y is true because of X.",['circular reasoning']
764,Students should not be allowed to park in lots now reserved for faculty because those lots should be for faculty only.,['circular reasoning']
765,Everybody loves Raymond because he is so popular. Popular people are loved by everybody.,['circular reasoning']
766,"""The Cardinals are the best football team because they're better than all the other teams. They're better than all the other teams because they're the best.""",['circular reasoning']
767,"""We need to fix our broken judicial system by electing new people.""
This logical fallacy is called...",['circular reasoning']
768,"The writer, speaker, or an ad supports a claim with restatements of the same claim. (The argument goes around and around in a circle)",['circular reasoning']
769,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?",['circular reasoning']
770,"""Once a year, a miracle causes this large rock to float about ten centimeters off the ground since supernatural powers want us to remember the martyrs who died in that spot.""",['circular reasoning']
771,The president of Honduras is a good leader because he is a leader of the country. This is an example of which common fallacy?,['circular reasoning']
772,"""Running a marathon is very tiring because it is so exhausting.""",['circular reasoning']
773,“You can’t give me a C. I’m an A student!”,['circular reasoning']
774,“Honesty is defined as always being honest.”,['circular reasoning']
775,marijuana shouldn’t be legalized because it wasn’t socially acceptable.,['circular reasoning']
